時間,コメント,
5275.815,カバー手厚い,
5276.225,草,
5276.859,w,
5277.665,さすがにかぁ,
5277.7,おもしろい,
5277.92,おー,
5278.569,キツイな今のはｗ,
5279.34,草,
5279.563,ないす帰り,
5280.161,えらいなあ,
5280.26,めっちゃいるｗｗｗ,
5280.484,ｗｗ,
5280.988,しゃあねえｗ,
5281.545,草,
5281.671,めっちゃいたｗ,
5282.103,ちゃんと警戒されてたなｗｗ,
5282.981,頑張れ〜,
5283.09,めっちゃいるw,
5283.362,カバーいるか…,
5283.329,草,
5283.426,いるw,
5283.55,めっちゃいたw,
5284.018,めっちゃいたww,
5284.427,めっちゃいた笑,
5284.618,草,
5285.114,対策してるよと,
5285.228,追い込み漁業みたいだったw,
5285.341,サソッテタｗ,
5285.415,いるなぁw,
5285.418,えらいなｗ,
5285.775,草,
5285.95,草,
5286.063,くうううう,
5286.259,さすがにねｗｗ,
5286.422,かばーえらすぎ,
5286.539,くっ,
5287.091,えらすぎるw,
5287.271,めっちゃ見られてて草,
5287.503,草,
5287.565,偉すぎｗ,
5287.767,えらい,
5287.791,実に面白い,
5289.167,情報はとれた,
5289.242,草,
5290.749,カバーめちゃいたな,
5290.751,護衛がw,
5291.12,くそ〜伝説撃ちがぁ,
5291.303,えぐい量いたww,
5291.638,さすがにね,
5291.879,おもろいやん,
5292.086,多いw,
5292.285,手厚いフォローがあったw,
5292.362,偉いわ敵,
5292.408,めっちゃいたなw,
5293.009,w,
5293.931,めちゃくちゃいたw,
5294.569,相手すごいな,
5294.65,のせを守れええw,
5295.21,めっちゃ厚いw,
5295.455,めっちゃ後ろにいて草,
5295.849,めっちゃいたなぁww,
5297.08,何もさせない気だったな,
5297.225,スキル無駄遣いしなかっただけ偉いからいいよｗ,
5297.317,いい情報,
5297.321,俺がやる←はよやれ,
5297.68,3人くらいいて草,
5298.132,ばれてーら,
5300.615,めったゃいたな,
5300.545,草,
5300.728,いるぅぅ！,
5300.975,保護者w,
5301.193,このキャラおもしろい,
5301.767,おもろいな,
5301.771,うるはを守れ,
5301.744,追いかけっこしてたなw,
5302.194,やる事読まれてら,
5303.185,まあ、だいぶワース,
5303.33,いこういこう,
5304.349,ナイトがいっぱいおる,
5304.656,うーんw,
5304.789,詰めに慣れられて待たれてたか,
5304.954,マジで初構成1回目でこれなら決勝はいけるで,
5308.391,ヨル対策だね,
5310.17,福利厚生ｗｗ,
5312.293,ごーごー,
5312.456,敵ながらw,
5315.172,初構成でこの相手にこんだけやれるならマジでええやん,
5315.409,なんて熱い試合なんだ〜,
5316.361,ストーカーなんよ,
5319.299,ごーごー！！,
5324.246,ローレンチーム以外とバインドなら勝てそう,
5327.039,頑張れ~！！！！,
5330.873,ｗｗ,
5336.352,ファイト！,
5337.672,こっわ,
5338.181,ああああ,
5338.409,どまや,
5338.661,おっしい,
5338.969,ｗｗ,
5338.991,んわぁおしい～！,
5339.671,；；,
5339.868,どま,
5339.965,どま,
5340.382,おしいいいいい,
5340.412,わ,
5340.437,どまw,
5341.045,くっそ,
5341.127,どま,
5341.265,どまどま,
5341.26,ｳﾜｧｰ！！！！ｗｗ,
5341.444,草,
5341.518,わあああw,
5341.554,うわあ,
5341.665,おしかった,
5341.71,わーお,
5342.041,ダイナミックエントリー,
5342.25,わあ,
5342.386,おしい,
5342.406,どま,
5342.708,結果相手スローしてるから全く意味ないわけじゃない,
5343.189,時間ああああ,
5343.198,おし,
5343.323,草,
5343.371,どま,
5343.797,どま！,
5343.845,くー！,
5343.882,おしい〜,
5344.046,うわぁ,
5344.353,笑,
5344.371,どま,
5345.488,それ駄目なのか,
5345.571,くー,
5345.587,どま,
5346.168,草,
5346.979,なんかめっちゃおりてきた！！,
5347.155,どま,
5347.663,w,
5347.941,どまい,
5348.703,うおおおおお,
5349.186,どま,
5349.347,ナイス,
5351.264,ないす！,
5351.986,ないすうう,
5352.334,一発目外したなw,
5352.805,ないす,
5352.891,ナイス！,
5353.331,草,
5353.415,うおおおおおお,
5354.178,ナイスゥ！,
5354.331,ナイス,
5354.383,ナイスOT！！！,
5354.473,ないす！！,
5355.319,いのちだいじに！！,
5355.465,ないす,
5355.505,ないす！！！！,
5355.539,頑張れチーム,
5355.654,ないすううううううううう,
5355.768,なあああああいす,
5355.892,うおおおおおお,
5356.015,ナイス！,
5356.212,w,
5356.228,うおおおおお！！！！！,
5356.313,ないす！！！！！！,
5356.437,ナイスゥ！,
5356.544,ナイスゥ！,
5356.616,ナイスゥ！！！！,
5356.599,おお,
5356.623,ナイス,
5356.626,がんばれ！！,
5356.643,いきろ！,
5356.631,ナイスゥ,
5356.729,ナイスゥ！,
5356.877,ないすー！！！！,
5357.031,うおおおおおおおおおおお,
5357.039,ないすううう,
5357.101,うおおおおおおお,
5357.267,ナイス！！！！！,
5357.326,ナイスーーー！,
5357.463,ナイス！,
5357.477,ナイスうううう,
5357.675,ないすうう,
5357.602,ナイス！,
5357.575,ナイス！,
5357.846,8888,
5357.973,ナイス,
5357.991,ナイスナイス！！,
5358.086,ナイスゥ！,
5358.109,ナイスゥ！！！,
5358.101,ないすー！！,
5358.134,ナイスー！！,
5358.111,ないすう,
5358.188,うおおおおおおおおおおおおお,
5358.372,ナイス,
5358.395,ナイス,
5358.496,ナイスゥ,
5358.53,ナイスゥ！,
5358.692,うおおおおおおおおおおお,
5358.688,ナイス！！,
5358.713,ナイス,
5358.734,ナイスー！！！,
5358.906,ないすぅ！,
5359.021,ないす！！,
5359.066,ないすー！！！！！,
5359.161,ナイスゥ,
5359.219,でかい,
5359.331,ナイスー！！！,
5359.704,ナイス！！！！,
5359.761,うおおおおおおお,
5359.992,ないす,
5360.265,でか！！,
5360.473,ないすー！,
5361.18,ナイスゥ！！！！,
5361.497,ナイス！,
5361.987,コールいいね,
5362.235,ナイスゥ！,
5362.396,うわぁぁぁあ,
5362.417,ナイスコール,
5362.443,ないすでかい,
5362.632,ナイス,
5364.909,すげえぞ！,
5365.084,でかすぎだ,
5365.365,ナイスゥ,
5365.675,ないす！！！！！うま！！！！！！！！！！,
5365.801,ナイス！！！！,
5365.98,ナイス,
5366.061,ナイスゥー,
5366.488,生きてて偉い！！！！！,
5366.613,ないすぅ！,
5367.963,ナイス,
5368.143,OTっだああああああああ,
5368.314,ないすう！！,
5368.323,でかああああああああああ,
5368.351,ナイス！,
5369.885,これは総帥,
5369.96,命、大事に,
5369.953,でけええええええええ,
5370.362,判断！！,
5372.003,かつぞかつぞ,
5372.321,OTきた！！！,
5372.81,コールもナイス！！！,
5373.607,これが　圧,
5373.883,ナイス〜,
5373.957,めっちゃいいいいいいいい！！！！！！！！,
5375.687,OTいくぞおおおおお,
5375.836,OTきたあああああ！！,
5376.093,これ決勝でいいだろ,
5376.218,OTきたあ,
5376.464,繋いだで,
5376.664,熱い,
5376.675,ここからだ,
5376.935,あちーち！,
5377.783,OTファイト！,
5377.863,ナイスコール！,
5378.022,がんばれ！！,
5378.103,朝までいくぞおおおおおお,
5378.221,ヨルウルトにも意味はあったんや！,
5378.323,うおおおおおおおおおお,
5378.4,ナイスコール,
5378.673,OT行くぞおおおおおお,
5379.415,設置させないができてた！,
5380.21,生きてコールナイスすぎ,
5380.244,あっつ,
5380.315,ヨルモささってたな,
5380.505,めっちゃいい,
5380.568,ナイスー,
5380.958,いけるよー！,
5382.101,ラプ様ナイスウルトだし、みんなの圧かけ神すぎ,
5382.45,ナイスコール！,
5382.551,葛葉の遅延も効いてたか,
5383.662,最初のウルトの圧も聞いたのかね,
5383.802,コールよすぎるしラプもよすぎる,
5383.999,aboには程遠いか,
5384.017,緊張してきた,
5384.772,ヨル遅延きいたこれ,
5384.838,勝つぞ勝つぞ,
5385.1,今来ました！1戦目ですかね？,
5385.104,この相手にOTきちゃー！！！！,
5386.019,このまま取ろう！！,
5386.287,らぷううううう,
5386.629,頑張れぇぇぇぇぇ,
5386.727,OTいけー！！！,
5387.746,OTないす！！,
5387.899,ウルトが活きたよ〜,
5388.127,おもろ,
5388.21,あちいい,
5388.49,コールナイスよ！！！,
5388.793,ナイスコール,
5389.247,ヨル圧かっこよ,
5389.334,がんばれ！,
5389.348,このチーム相手にバインドでOT！あっつい,
5389.561,おもしろくなってきたw,
5389.724,あついよー！！！,
5389.734,おもろすぎるこの構成ｗ,
5389.954,いい雰囲気でOTだ！！！！,
5390.274,頑張れ！！いけるぞ！,
5390.61,がんばれ～！,
5390.729,OTあっちいいい,
5390.771,おもろいやんおもろいやん,
5390.89,OTいくぞおおおおおおお,
5390.909,がんばれ〜！,
5390.917,がんばえ～！！,
5390.961,フルラウンド以上に練習できるの熱い,
5391.44,熱すぎる,
5391.4,めっちゃ熱い！！,
5391.477,どりゃああああああああ！,
5391.525,圧でっか,
5392.667,いいコール,
5393.538,これアセントはボコられたんか？,
5394.264,朝までやるぞおおお,
5394.522,がんばれがんばれ,
5394.756,ヨルが効いてるな〜,
5394.78,OT勝つぞ勝つぞ勝つぞ,
5395.681,よくぞここまで持ってった,
5396.072,2戦目,
5397.255,これもうさくっと勝とうせ。,
5397.441,ヨルの圧あったね,
5397.936,勝つぞー！,
5398.672,勝つぞー！,
5398.967,オーバータイムうおおおお,
5398.995,2試合目,
5399.284,最初のウルトが結果的に相手スローさせられたのがマジで良かった,
5399.719,いけるよー！！,
5400.034,がんばろー,
5401.172,がんばれ！,
5401.258,優勝候補と競ってるぞ！！,
5402.212,屈しない！れちご！！,
5402.474,いける！！がんばれ！！！,
5402.886,がんばれ〜！！！！！,
5403.612,ヨルのウルトがジワジワ効いたな,
5404.41,がんばれー,
5404.59,ガチいい試合してる,
5406.154,おもろい！頑張れ！,
5406.243,最初圧かけたからねw,
5406.468,ヨルとの鬼ごっこ嫌だろうなw,
5406.901,おうえんしがいあるぞー,
5409.01,これ座学だいぶがんばったな,
5409.071,イケイケでGO！,
5409.341,ＯＴ勝とう！！！！,
5411.17,おい！このチームめっっちゃV最協してるって,
5413.492,がんばれ！,
5418.787,ぜんぜんいい,
5419.985,本番じゃないのにめっちゃ緊張する,
5420.027,雰囲気最高,
5420.58,最協,
5429.593,ナイスエントリー,
5432.371,頑張れ,
5435.912,ファイト！,
5439.513,ナイス,
5439.993,もういいw,
5443.454,ナイス,
5444.109,ないすー！,
5444.541,今のエントリーガチでアツい,
5445.007,ナイス設置,
5445.733,落ち着けよまじで,
5446.489,かるびつよ,
5447.218,選手強い,
5448.429,かるびいいよ！！！,
5448.565,かるびｗｗｗ,
5448.854,かるび！？,
5449.045,ナイスかるび！,
5449.378,どまです,
5449.916,かるびつよ,
5450.185,かるび！？,
5451.047,かるびいいぞ！,
5452.243,どま,
5452.51,どまよ～,
5452.713,いいぞかるび,
5453.08,えらいぞかるび,
5454.068,パチンコ大当たり,
5454.451,かるび！,
5454.479,かるび強！,
5454.692,かるびが破壊してるわ,
5454.971,かるび！？,
5454.987,かるびつよい,
5454.991,どま,
5455.258,かるび選手！,
5456.223,ないす,
5459.159,カルビつええ,
5459.369,ナイス！！,
5460.02,かるびさん！！,
5460.412,かるび！！,
5460.485,偉いカルビ,
5460.543,ないすうううううううううううう,
5460.551,頑張れええええええ,
5461.809,かるび！！,
5462.061,ナイスー,
5462.316,ナイス,
5462.475,ナイス！！！！！,
5462.856,やばｗ,
5462.978,ナイスゥ！！,
5463.23,ないすぅ！！！！,
5463.382,ナイスゥ！！！,
5463.776,ないす！！,
5464.071,うおおおおおお,
5464.08,ナイスゥ！！！！,
5464.084,ナイス！,
5464.131,ナイスー！！,
5464.152,ナイス,
5464.207,ナイスゥ！,
5464.306,かるび！,
5464.345,ナイスー！！！,
5464.38,選手すぎる,
5464.468,ナイスゥ！,
5464.542,ないすうううう！！！！,
5464.597,ナイスゥ！,
5464.619,ないす！！！,
5465.11,なあああいす,
5465.089,ないす！！,
5465.115,！！！！！,
5465.163,ナイス！！,
5465.236,ナイスゥ！,
5465.346,ないす！！！！,
5465.461,うおおおおおおおお,
5465.804,ナイス！！,
5465.827,ナイスゥ！,
5466.086,ナイス,
5466.149,ナイス！！！！,
5466.155,ないすぅ！,
5466.249,ナイスゥー！,
5466.246,うんま,
5466.27,ナイス！！,
5466.496,ナイスー！,
5466.604,ナイス,
5466.637,ないすすう,
5467.489,ナイスゥ！,
5467.605,ナイスー！,
5467.592,ないすううううう,
5467.917,やるやる！！！,
5467.957,すっげえ,
5467.981,うおおおおおおおおおおお,
5468.119,ないす！！！！,
5468.468,ナイスゥ,
5468.534,ないすうううううう,
5469.987,いいコール！！！！！！！,
5470.169,選手〜！！！,
5470.191,ナイス,
5470.559,ないすううう,
5470.564,NICEEE,
5473.34,ないすー！！,
5473.344,ナイス,
5474.687,なぁあああああああいす,
5475.607,いけいけ,
5475.881,ナイスゥ！,
5476.17,かるび！！！,
5476.161,ナイスナイスナイスぅー！！！！！,
5476.339,いいぞー！,
5477.133,うああ～,
5477.4,姫の本領でたあああ,
5477.593,みんな満遍なくキルしててすごい,
5477.818,かるび選手ないすないす,
5478.028,勢いのってけー,
5478.084,ないす！,
5478.437,ないすないすー！,
5478.55,KOROSEEEE,
5478.915,ナイスー！！！,
5479.2,素晴らしい,
5479.548,ないすう,
5479.752,まじすごい,
5479.915,がんばれ！,
5480.145,かるび強いぞー！,
5480.157,うおおおおおおお,
5480.251,さぁマッチポイント,
5480.422,がんばれ！！！！！,
5481.451,ないすうう！,
5481.512,黒星つけてやろう,
5482.114,かるび選手凄くいい,
5482.333,いけるううううううう,
5483.56,いけるよ,
5483.693,選手！,
5483.861,ラストがんばれー！！！,
5484.221,かるびぃ,
5484.599,バインドいいぞぉ！,
5485.22,泣きそうや,
5485.491,ナイス,
5485.798,勝てる勝てる！,
5485.882,これが相手の気持ちになるっちゅーことか,
5486.544,あと一本です…！,
5486.609,あっつ,
5486.649,あと1本！,
5487.766,ナイスすぎる,
5488.83,いいよー！！,
5488.772,勝つ！！,
5488.942,俺がやる,
5489.121,マジでチームでキル取れるのは強味やな,
5489.173,取ろう！！！！！！！,
5489.321,感動してるわ がんばれ,
5489.649,勝つぞ！,
5489.829,ラプラスかわいい,
5490.088,いけるよおおお！！,
5491.056,ナイスナイス！あと1本がんばれ！,
5492.544,みんなでかててる！！！,
5493.905,いける！！！,
5494.248,あっっつ,
5494.825,詰めるじょ〜(破壊),
5494.857,終わらせろーー！！！,
5495.041,これは成ったか、、？,
5495.07,まちぽ！,
5495.264,頑張れー,
5495.708,かるびー！！,
5496.274,いけいけいけ！！！！！,
5496.639,いけえええええ,
5496.839,かるびないすー！,
5496.916,この相手にここまでやれてるの普通にヤバすぎるな,
5497.609,極上かるびうおおおおおおおおおおおおお,
5498.155,アツすぎんだろ,
5498.173,もっかい勢いで取ってggならんか,
5498.281,バインドが、、、変わってる、,
5498.317,がんばれ～！！,
5499.205,うおおおおおおお,
5499.357,勝てー！！！,
5499.768,集中しよう,
5500.001,がんばれー！,
5501.487,マジ泣くこれ,
5501.535,かるび選手天才！,
5501.772,水無瀬の安心感やばい,
5501.999,いけえーれ！！！れ！！,
5502.072,激アツ,
5502.353,がんばれ！,
5504.486,いける！！！！,
5504.664,これローレンのところ決勝来ないでほしいよな〜笑,
5505.416,勝てるよ,
5505.43,あと一本！！！！,
5506.271,全員強くて泣けてくる！！！がんばれ！！！,
5506.801,がんばれ～！！,
5507.04,ふぁいてぃーん!,
5508.631,勝ってくれ泣,
5508.873,頑張れー,
5510.3,かてかて！！！,
5511.11,フリナイス！,
5512.124,でかい,
5512.605,ナイス！,
