時間,コメント
7711.383,圧ｗｗ
7711.453,がんばれー
7711.657,ふぁいとーーーー！！！！！
7712.272,がんばれー！
7712.355,がんばれ～
7712.371,圧がw
7712.529,やあ
7712.516,頑張れー！
7712.767,頑張れ〜
7713.128,フラッシュ買おう
7714.401,ふぁいてぃーん！
7714.581,がんばれ！
7715.616,ふぁいてぃん！！！
7715.771,w
7716.194,がんばれ〜
7716.351,草
7716.443,ｗ
7716.488,がんばれー！
7716.679,じゃす背負え
7716.807,ふぁいてぃん！！！
7717.152,草
7718.093,ふぁいてぃーん！
7718.226,がんばれーー
7718.379,がんばれ～!
7718.624,がんば！
7718.81,がんばれ～
7718.865,がんばれ！
7719.744,がんばれー！
7720.63,がんばれ！
7720.704,がんばれ！
7720.903,がんばれー！！
7721.073,がんばれ！
7721.604,頑張れ〜
7721.89,ふぁいてぃーん
7721.902,草
7721.905,がんばれ！！！
7722.65,がんばれ～！
7722.837,がんばれー！
7722.974,がんばれー
7724.089,ふぁいてぃん！！
7725.032,ふぁいてぃーん
7725.034,がんばれー
7725.517,がんばれ
7726.202,行くぞーがんば
7727.005,がんばれ〜〜！！
7728.137,更に圧かけるなw
7729.684,ブリーチがんばれ！！！
7730.482,頑張れー！！
7730.884,がんばれ！
7731.046,頑張れ
7732.213,ふぁいてぃーん
7732.796,頑張れー！！
7732.909,ふぁいてぃーん！
7733.904,頑張れ〜
7733.972,頑張れー!
7734.057,がんばれ！
7734.145,がんばって！
7734.433,ロレと釈迦さん止めてくれ
7734.77,ふぁいてぃ〜ん！！
7735.202,見るだけw
7735.797,ふぁいてぃーん！
7736.197,がんばれー！
7736.555,ふぁいてぃん〜
7736.793,背負えじゃす
7739.37,頑張れ〜
7739.518,ふぁいと！
7741.789,ふぁいてぃん！
7742.709,ふぁいてぃーん
7742.775,がんばえーーーー
7743.102,がんばれ〜！
7744.28,あいすー
7745.835,相手の構成次第だね
7749.52,はじめまして
7751.123,ふぁいてぃーん
7751.196,ファイト〜
7755.884,がんばれ～！
7756.279,がんばれー！
7757.475,草
7757.558,草
7757.952,仲良し多いしね
7758.25,にじさんじメタね
7758.456,たしかに
7759.858,自意識過剰草
7760.381,ww
7761.082,草
7761.651,イブちゃんいるしね
7762.712,ｗｗ
7763.059,草
7765.098,草
7765.331,友達多いしな
7765.563,友達多いしなｗ
7766.173,身内がいるからなぁｗｗ
7766.937,はず
7767.269,関さんw
7767.311,イブラヒムにはバレてるな
7767.463,相手知ってるからなあ
7767.54,草
7767.544,草
7767.542,ふぁい
7767.567,勝つぞー！
7767.642,ｗ
7767.731,あ～にじさんじにはってことか
7767.809,草
7768.039,がんばれ〜
7768.115,しまくってるからねw
7768.913,草
7769.115,草
7769.329,言ってそう
7769.775,葛葉いるからCってww
7770.206,草
7770.535,顔見知り過ぎるか
7770.853,尖ってるw
7770.9,w
7771.053,自意識過剰いわれたw
7771.485,草
7771.702,ラヒムとロレいるもんな
7772.566,草
7773.215,イブロレは言うなw
7774.438,草
7775.439,草
7775.958,チクリ魔がよお
7776.053,まっさかぁｗ
7776.856,草
7776.912,かせんも言ってそうw
7779.104,たしかにw
7779.398,友達ばっかのチームだしなｗ
7779.885,草
7780.042,がんばれ！
7780.395,草
7780.462,w
7781.707,草
7781.771,草
7782.223,何も聞いてなくて草
7782.729,草
7783.035,おー
7784.242,ほなＣ行くか～
7784.592,草
7784.734,聞いてないｗ
7786.269,チェンバーだ
7786.333,ほお
7788.97,イブは葛葉特攻持ちだしな
7791.563,草
7791.668,草
7791.737,ここチェンバーまじ？
7792.542,草
7792.78,あ
7792.82,草
7792.828,草
7793.119,草
7793.172,ロレか
7794.024,草
7794.242,C5スタック
7794.703,騙されてるか
7795.339,エコの時Cスタックして来たらおもろい
7795.43,草
7795.573,いや草
7795.6,ww
7795.64,草
7796.162,草
7796.452,ちくちくww
7796.553,ロレチェンバー？！
7796.62,ロレチェンバー？！
7796.821,草
7796.857,ちくちくw
7798.252,誰かチキン余ってないか
7798.469,草
7798.533,いうねー
7799.54,ローレンのチェンバー怖すぎんか？
7801.474,がんばれ
7801.831,言葉が強い
7802.117,草
7802.188,可愛い顔してチクチクえぐいなめいきゅん
7802.637,頑張れー！！
7803.07,がんばれ〜
7803.184,がんばれ〜！
7803.735,ロレチェンか
7803.949,草
7804.031,チクッ
7804.778,こるちおもろいなw
7805.998,ろれチェンはこわい
7806.721,ロレ、チェンバー！？
7806.783,ロレチェンか
7808.409,チクチクチクチク
7808.63,コーチのチクチクで笑う
7809.595,おいすおいす
7810.667,hii!!
7811.197,ふぁいてぃん〜〜！！！
7813.281,ヘイブンはジョイだよなぁ
7813.395,言葉つよｗｗ
7813.542,ローレンチェンバーは強いど
7813.657,ローレンなのが怖い
7814.266,れっちご～！
7814.59,がんばれ！
7815.739,頑張って！
7815.784,頑張れ～！！！
7816.548,言うねぇめいくんw
7817.782,ワクワクは無しですか
7818.288,心臓をささげよ
7818.46,ふぁいてぃん
7819.307,がんばれ
7819.398,ファイトー！
7820.827,ふぁいてぃん
7820.825,ロレチェンバーは話変わるか
7822.01,がんばれ！
7823.063,がんばれー
7825.409,ふぁいてぃんー
7825.713,ふぁいてぃん！
7825.719,高めに寝
7826.771,がんばれ
7827.336,ふぁいてぃ〜
7828.25,ふぁいてぃんふぁいてぃん〜！
7828.507,ロレは怖い
7829.165,キルジョイいないのか
7829.121,わくわくなしか
7831.544,ファイティンー！
7832.004,ロレチェンちょいこわか
7832.108,がんばれ！！
7832.556,ロレチェンバー怖いなあ
7832.605,ファイト〜
7832.736,頑張れ〜！
7840.251,ふぁいてぃーん
7842.339,ファイティン！
7842.927,ふぁいてぃん！
7843.2,ft
7844.48,Meiyさんてもっとフワフワしてるイメージだったわw
7844.538,ふぁいてぃーん
7844.995,ファイティン！
7845.126,ファイティーン
7845.794,ファイト～！
7846.216,ふぁいてぃん！
7846.23,ふぁいてぃん
7846.611,葛葉、カトさん、頑張れ
7847.046,がんばれ！
7847.311,ふぁいてぃーん
7847.345,ふぁいてぃん
7847.715,ふぁいてぃん
7848.308,ファイティン
7848.417,ふぁいてぃーん！
7850.866,ふぁいてぃん！！
7852.567,ふぁいてぃん
7853.891,ふぁいてぃん
7854.041,おっぼのブリーチつよいぞ
7856.07,ふぁいてぃん
7857.853,ナイス
7859.133,ふぁいてぃーん！
7865.085,がんばれー！
7868.181,ええ
7871.755,New member
7872.52,うあ
7875.697,あら
7877.013,あら
7878.894,ふぁいてぃーん！
7879.991,全員でｗ
7880.966,ｵﾎﾞｰ
7882.88,ええええええｗ
7883.271,うおおおおおおおお
7883.774,ｵﾎﾞｫ！
7883.968,waaaaaaaaaaa
7884.307,うええええ
7884.365,おおおお
7884.752,うおおおおお
7884.882,うおおおおおお
7885.736,うまあああああああああ
7885.707,おおおおおおおお
7885.921,うおおおおおおおおおお
7886.156,つっよ！！
7886.244,うおおおおおおおおお
7886.302,うおおおおお
7886.319,えええええええ
7886.402,うわあああ
7886.478,わお
7886.691,つよおおおおおおおおお
7886.76,うおおおおおｗ
7886.787,uoooo
7886.795,おおおおおおおおおおお
7886.943,うんま
7886.979,うおおおおおおお
7887.002,うおおおおおお？！？！
7887.062,うおおおおおおおおおおお
7887.129,うおおおおおおお
7887.18,おお！？
7887.224,入れ食いや！！
7887.224,うわああああああ
7887.371,うおおおおお
7887.57,うわああ！！！
7887.723,うおおおおおおおおおおおお
7887.753,うおおおおおお
7887.775,おおお
7887.967,うわーー！
7888.004,おおおおおお
7888.067,うおおおおおおおお
7888.089,めちゃめちゃおる
7888.101,つよー！
7888.263,おおおおおお！！
7888.273,うめえええええええええ
7888.308,うおおおおおおおおおおお
7888.33,おおおおおおおおおおおおおおおおおお
7888.45,！？
7888.458,つええ
7888.473,うおおあお
7888.476,ないすぅ～！！
7888.576,ナイス
7888.708,すごｗ
7888.727,おおおおおお
7888.767,ええええええええ
7888.894,うおおおおおお！！
7889.129,おおおおお
7889.171,えええええ！！
7889.178,わー！！！
7889.178,うおおおおお！！！
7889.224,うおおおおおおおお
7889.327,わあああああ！！！！！
7889.465,うおおおおおおおおお
7889.827,えええええええええええええええええ
7890.163,え
7890.268,うおおおおおおおおおおお
7890.414,うおおおおおおおお
7890.417,うおおおおおおおおお
7890.472,うおおおおおお
7890.563,うおおおおおお
7890.65,ナイス～！！
7890.743,やばああああああああああ
7890.746,うおおおお
7890.749,わぁ〜
7890.781,うまああああああ
7891.141,うおおおおお
7891.553,つよおおお
7891.59,うおおおおお
7892.023,ナイスゥ
7892.211,つよ︎
7892.367,おおおお
7892.445,ナイス！
7892.555,えええええ
7892.592,うおおおおおお
7892.932,わああああああああああお
7893.161,やばすぎ
7893.213,えええええええええ
7895.203,つええええええええええええええええ
7895.957,うわすごおおお
7896.294,つんよ
7896.564,わぁ！？
7898.296,すっげぇ！
7898.944,つっよ
7899.257,うおおおおおおおおおおお
7899.64,うまあぁああああああ
7899.691,うおおおおおおお！！！
7901.638,じゃっさんつよぉぉおおおお
7901.942,うおおおお
7902.232,うおおおお
7902.398,じゃすぱー強ー！
7902.681,草
7902.713,じゃあああああす！！！
7902.72,つっよ
7902.789,え〜〜
7903.016,うおおおお
7904.078,つええええええ！
7904.331,じゃすぱつんよ！！！
7905.004,つええ
7906.135,じゃす〜〜〜！！！！
7906.34,つんよい
7906.453,えぐ！！！
7906.791,VDKｗｗｗ
7907.059,うおおおおおおおおお
7907.137,つっよ！！！
7907.906,さすがすぎる
7907.986,俺
7908.305,じゃすーーーー！！！！
7908.735,ないすぅー！！！！！
7908.831,うおおおおおおおお
7908.981,じゃすなんだよねえ
7909.117,ボドド
7909.181,ジャスさん強すぎ強すぎぃ〜！
7909.176,ボドww
7909.215,やばい！！！
7909.352,ナイス！
7909.946,じゃっさんかっこよーー！？
7910.048,っぱジャスなんよな
7910.158,ぼどww
7910.367,ボドの声聞いてあげて！
7910.378,うおおお
7910.587,w
7910.918,草
7910.937,うっま！！！
7911.033,ボドw
7911.133,ｗ
7911.914,w
7912.265,つよすんぎ
7912.327,草
7912.709,草
7913.554,ボドw
7913.557,いい音やったな
7914.259,草
7914.317,きもてぃ～
7914.596,ボドカw
7914.776,vdk
7914.866,MVP!!
7914.946,ボドドも褒めてあげてよw
7915.265,ボド
7916.494,ＶＤＫｗｗ
7916.55,俺も2キルって聞こえるｗｗ
7916.848,がんばれ！
7917.005,ボドカw
7917.603,草
7919.531,じゃっさん凄すぎ
7920.134,草
7920.504,ボド；；
7922.28,草
7922.399,草
7922.873,拗ねてもうてる
7923.752,すごいやｗ
7924.125,ボドさん？
7924.624,ボドしゃん
7924.826,たしか
7925.958,敵が固まってたとはいえ、無双しとる！！！
7926.497,だれ
7926.533,ボドカすねちゃったｗｗ
7926.594,草
7926.639,ボドw
7927.209,拗ねてる
7927.592,急にww
7927.78,草
7928.236,草
7928.798,ボド
7929.329,草
7929.553,ぼど・・
7930.1,ボドカくんもなんか言ってるよ！！！
7930.137,ボドさんヘラっちゃうｗ
7930.216,ボドドもがんばってた！
7930.27,草
7930.822,雑すぎて草
7933.133,ｗ
7933.384,ボドシャかわいいw
7933.746,ボドドも強いよ！
7933.874,"がんばれー！！( ⌯'꒳'⌯)⚐"""
7936.553,草
7942.102,このテンションでIGLやらされるの草
7943.902,ボド…
7944.509,すねボドカ
7947.723,ボドしゃんIGLがんばてw
7949.503,コーチ大丈夫そ？
7957.905,うっま
7958.858,ナイスゥ
7959.879,ナイスカバー
7960.196,ナイス
7960.207,おしい
7962.724,ナイスカバー
7962.772,当ててくるなー
7962.844,いいカバー
7963.054,ロレうめぇな
7966.863,ナイスカバー
7968.66,ナイスカバー
7969.128,一発頭マジか
7969.84,ふぁいとーー
7972.474,ろれつよ
7979.172,ロレうっま
7990.494,がんばれー！
7994.363,おもれー
7996.355,がんばれ～
7996.7,頑張れ～！
8003.873,がんばれ
8008.917,報告いいね
8013.669,ナイス
8014.037,nt
8016.047,がんばれ！
8018.05,nt
8018.479,nt
8018.68,nt
8018.861,いい振り向き
8019.053,んt
8019.06,nt
8020.119,nt
8020.572,nt
8020.581,ないとら
8020.746,どまどま
8020.748,nt
8020.88,nt
8020.899,どまどま
8020.924,どま
8020.924,nt
8020.961,nt
8020.969,nt
8021.109,どま！
8021.186,どま
8021.315,nt
8021.529,nt
8021.662,どま
8021.873,nt！
8022.244,nt
8024.323,nt
8024.342,nt
8024.711,ないとら
8024.865,ままま
8024.879,勝てる
8025.133,nt
8025.191,nt
8025.932,nt
8025.984,nt
8026.24,nt
8026.381,nt
8026.566,ntnt
8027.255,えーい
8027.415,どま
8027.832,nt
8028.838,んt
8029.056,がんばれえ〜
8029.203,nt
8031.52,わぁどまどま
8031.549,どま
8031.962,nt
8032.006,いい報告
8032.014,どま
8032.486,nf
8032.674,どまどま！
8033.214,nt
8033.722,まぁ作戦なかったし
8033.885,葛葉が死ぬのがまずい
8034.062,nt
8034.163,nt
8034.228,nt
8034.871,nt
8036.232,nt
8037.262,んt
8037.938,nt
8038.332,やっぱよまれてたか
8042.114,ただいま
8042.739,やっぱCバレてね
8042.885,武器差あったらC
8045.029,まあまあまあ
8049.406,あれ？めいくん？
8050.384,がんばれー！
8050.842,がんばれ~！
8051.119,がんばれ－！！
8057.148,GO
8057.611,がんばれ〜〜！
8059.662,自由行動
8060.264,誰が死んでもまずいよ
8063.227,がんばれ
8064.77,いけー
8064.947,お弁当が
8070.281,頑張れー
8076.077,どま
8076.36,釈迦ちゃ〜
8079.548,ﾆｼﾞｭﾛｸ
8081.214,どま
8081.926,頑張れ
8087.544,nt
8088.011,どまー
8089.69,nt
8089.87,えぐーー！！！！！！
8089.977,どまnt
8089.99,強いね〜
8089.992,どまどま
8090.048,つええ
8090.071,nt
8090.34,どま
8090.718,nt
8090.845,nt
8091.049,ntnt
8091.161,つんよ
8091.437,どま！nt！
8092.101,nt
8092.374,どまどま！
8092.519,お
8092.589,どまどま！
8092.721,どんまーい！
8092.729,どま！
8093.118,nt
8093.135,どまどま！
8093.192,やるね〜
8093.223,nt
8093.746,nt
8094.742,どま〜
8094.79,nt
8097.247,nt nt
8097.454,つえぇぇ
8097.849,nt
8098.127,どま
8098.218,nt
8098.392,こっからこっから
8099.226,ntnf！
8099.374,nt
8100.531,nt
8100.647,どまどま
8101.028,どま
8102.051,nt
8102.36,まあ、こっからでしょう！
8103.107,nt
8103.724,どま
8106.619,ないけず
8106.641,どま
8107.655,どま
8107.903,わくわくw
8108.294,nt
8108.967,わくわく
8112.471,こっからや
8113.875,じゃなかっtw
8115.001,がんばれ！がんばれー！
8115.291,コーチ情報整理してくれてるね
8115.938,がんばれ！
8116.465,わくわくしたがってるｗｗ
8117.139,nt
8122.829,こっからこっから！
8123.65,がんばれー
8124.128,ワクワク好きだねw
8126.357,頑張れ〜
8131.511,Cとって下がるか？
8134.109,ファイティーン
8134.866,攻めでとりてえな
8150.796,頑張れー
8162.296,SHAKER
8166.117,わくわくだ！
8169.705,わくわく
8170.926,頑張れ～！！
8171.41,いけ
8172.518,ないす
8179.986,うあ
8183.016,どま
8182.999,wow
8192.897,関さん
8196.269,強い
8203.577,ないとら
8203.926,nt
8204.013,どま！
8204.363,nt
8204.571,nt
8204.652,nt
8204.858,nt
8204.872,nt
8205.121,nt
8205.211,nt
8205.336,nt
8205.648,nt
8205.686,ntnt
8205.728,どまどま
8206.024,nt
8206.064,どま
8206.076,nt
8206.179,釈迦ちゃが良いIGLしてそうだなぁ
8206.284,やっぱりスカイの方が動きやすいかな
8206.524,ないとら
8206.522,どま！nt！
8206.564,nt
8206.875,どま
8207.055,どま
8207.126,nt
8207.173,ナイスー
8207.731,nt
8208.203,nt
8208.379,nt
8208.403,んt！
8208.644,おしい
8208.724,ないとら〜！
8208.755,nt
8209.045,どま！
8209.087,nt
8209.242,どま
8209.868,どま
8210.696,どま
8210.731,nt
8211.292,nt
8211.466,nt
8211.557,nt
8212.113,どま！
8212.257,nt
8212.455,nt
8212.772,nt！
8213.167,nt
8213.212,どまどま
8214.529,nt
8214.572,nt
8214.658,ntnt
8215.237,nt
8215.866,どんまい！！
8216.677,nt
8216.682,nt
8216.906,nt
8217.727,どまどま！
8218.334,nt
8218.905,がんばれー！
8218.953,nt
8219.05,nt
8219.091,コーチングナイス
8219.867,どま
8219.955,nt
8221.655,nt
8224.094,ファイト
8225.044,nt
8226.717,nt
8230.166,ないとら！ないとら！
8230.51,頑張れ～！！！
8230.647, nt
8232.044,がんばれ！
8232.027,せめま
8233.178,ファイト！
8235.375,がんばれ！
8236.324,頑張れー！！
8236.445,Ｃ読まれてるか？
8236.496,ふぁいてぃーん！
8237.023,がんばれー！
8243.321,がんばれ
8244.592,わくわく頑張って！
8244.824,がんばれ
8250.728,がんばれー！
8254.588,がんばれ
8255.157,こっち来たか
8255.905,がんばれ！
8257.83,くる
8264.388,わくわく
8280.503,んわぁ
8284.426,うめぇ
8284.492,うま
8287.591,強くね
8291.045,声出してぇ
8291.544,相手のスキル返しうめえ
8293.719,つよいなーw
8295.167,動きにくいな
8296.045,nt
8296.271,nt！
8298.407,nt
8298.401,おしいどま！
8298.533,どま
8300.194,つよすぎ
8300.555,nt
8300.635,nt
8300.787,nt
8300.802,nt
8300.87,nt
8300.92,nt
8301.82,うんめ
8301.946,どま
8302.171,nt
8302.465,どま！
8302.653,何が起きてるかわからん
8302.996,相手つえ
8303.568,nt
8304.033,nt
8304.316,nt
8304.565,んt
8304.846,nt
8305.252,nt
8305.975,いやないエコよ
8306.423,nt！
8306.505,nt！
8306.915,nt！
8307.17,つよぉ
8307.562,勝てる勝てる
8307.992,nt
8308.26,nt
8308.423,ないとら！
8308.477,nt
8308.87,頑張れーー！！
8309.425,nt
8309.502,どま！！
8309.569,つよいなあ
8309.723,nt
8310.492,nt
8311.039,どまどま
8311.064,どま
8313.014,釈迦さんチーム強いなぁ
8313.731,nt
8314.664,nt
8315.845,nt
8316.632,nt
8316.884,どまどま
8318.113,がんばれ〜
8318.531,ないエコ！
8319.574,がんばれ！
8320.36,がんばれー！！
8320.882,nt
8321.035,ふぁいと〜！！
8322.306,どま
8323.407,nt
8324.18,"がんばれ！( ⌯'꒳'⌯)⚐"""
8324.838,取りたいね
8328.695,がんばれ〜
8329.886,頑張れー！
8329.988,オペｂ読みってことか
8330.738,GO
8332.813,がんばれ！
8335.015,がんばれ！がんばれ！
8335.259,がんばれ！
8336.308,かせんもつよいね
8336.309,がんばれ！！
8337.274,がんばれ〜！
8338.8,頑張れ～！！！
8342.812,ナイス
8343.754,がんばれー！
8345.033,がんばれー
8354.029,どこいるん
8356.38,がんばれー！
8356.759,わくわく
8366.267,なにぃ
8368.325,ナイス設置！
8372.268,nt
8372.902,わあ
8376.262,わあ
8376.403,ワァオ
8377.755,裏大好きかよｗ
8378.57,どま！nt！
8378.675,nt
8378.729,nt
8378.815,nt
8378.844,うっま
8379.098,どまー
8379.411,どま！
8379.887,ぼこぼこや
8379.943,どま！
8380.849,うま
8381.072,nt
8381.381,nt
8381.386,どまどま
8381.481,強いねぇ
8381.868,わぁ〜お、
8382.483,nt
8382.91,nt
8382.95,nt
8383.017,つえーわ
8383.159,位置がすごい！！
8383.614,わーお
8384.038,つええ
8384.075,どまどま
8385.071,ないとら
8385.131,nt
8385.728,どまぁ
8385.763,nt
8385.86,いけるいける
8386.141,nt
8386.112,nt
8386.177,nt
8386.869,低いかも
8387.044,ずっと見てやがる
8388.555,nt
8389.198,強いなぁ
8389.369,どま
8390.263,nt
8390.312,くるしいいいい
8390.553,つえー
8390.716,nt
8391.177,nt
8391.688,nt
8391.765,どま
8391.94,nt
8392.817,nt
8394.017,どまどま
8394.439,どまどま
8394.568,どま
8395.371,詰め待ちゲーミングか
8396.096,流石に強い
8396.754,どんまいだ～！頑張れ！！
8397.889,ぼこぼこやー
8398.386,ここも相手芋2枚か
8398.854,ろれつよー
8401.066,がんばれ！
8402.197,ちょっと相手の連携上手いか
8403.5,nice try
8406.971,敵のリテイクがすごいね
8407.269,がんばれ！
8409.059,がんばれー！
8409.467,ふぁいてぃん〜！！
8409.793,がんばれー！
8410.009,頑張れ！
8412.079,相手チーム連携うまい。
8413.963,つええな相手
8415.317,ナイスコーチ
8415.42,がんばれ
8416.12,頑張れー
8418.818,がんばれー！
8419.106,がんばれ！
8421.316,頑張れ！
8421.283,がんばれ！
8421.297,がんばれ！
8421.495,がんばれ〜
8421.615,こんばんは〜
8421.761,ふぁいてぃん！
8422.408,いけるぞ！
8422.57,がんばれー！
8422.624,しゃ！
8423.091,がんばれ！
8423.296,つぎつぎ
8423.421,がんばれ－！みんな！
8423.583,せめて4本欲しい
8423.697,加減統一
8424.202,こっからこっから
8425.098,がんばれー！
8425.105,頑張れ～！！
8426.252,わちゃわちゃコール
8428.214,がんばれ！！
8428.489,がんばれー！
8430.298,がんばれー！！！
8431.042,がんばれ！
8431.086,まだまだこっからよ！
8431.67,大丈夫大丈夫
8432.283,ふぁいてぃん！
8433.193,あぶな
8433.903,うわあ
8434.325,相手仲良し多いか
8435.068,ふぁいてぃん！！！
8435.502,なんでいきてるｗ
8435.502,うあ
8436.483,あぶにw
8437.764,この相手でも初戦5-13なのやばいなw
8438.028,あぶねぇー
8438.502,頑張れ〜！！
8438.713,がんばれ
8440.487,こえー
8440.635,あぶね
8444.983,頑張れー！！れ
8445.439,あぶね
8446.295,やべ
8447.619,ふぁいてぃん!
8449.696,相手詰め放題してきてるね
8450.494,アクション起こすのがボム持ってるのやばいｗ
8450.77,５ｗｗｗｗ
8453.228,、
8454.953,なにしてんの
8455.364,オペころせー
8456.888,ナイス
8461.288,ナイス
8465.733,ないす
8468.037,うま！？
8468.855,うま
8469.361,ないす
8469.781,GO
8470.301,ナイス
8470.685,ナイスゥ
8470.673,ナイス！
8471.085,ナイス！
8471.16,ないす
8471.196,ナイスゥ！
8471.751,ナイス
8471.85,うっま
8472.108,ナイス
8472.218,ナイス
8472.42,ないす
8472.444,ナイスゥ！
8472.707,ないす！
8472.819,ないす！
8473.529,ナイスゥ
8473.824,ナイスゥ！
8473.82,うんま
8474.118,ナイス
8474.275,うま
8474.428,ナイス
8474.812,ナイスワン
8474.911,ナイス
8475.615,ないす
8476.167,ナイスゥ！
8476.337,うまぁ
8476.895,ナイス！
8476.99,うま！
8477.092,うまあ
8479.066,ないす！
8479.257,うま
8479.7,ナイスや
8479.875,ナイス
8480.518,wow
8481.85,ナイス
8482.79,でけえぞそのワン
8482.938,限界にて輝け
8483.081,うまい
8484.131,うま
8485.959,うま
8487.167,ナイス
8493.776,うあ
8494.412,ナイス
8495.192,うわぁ
8496.462,つっよ
8497.498,ぐああ
8500.13,おーまじか
8502.385,うっま
8502.748,nt
8506.666,おしい
8507.988,おしい
8506.974,nt
8508.741,nt
8508.791,nt！
8508.942,nt
8509.109,nt
8509.278,nt
8509.297,nt
8509.104,nt
8509.394,nt
8510.085,おしー
8510.164,おしい
8509.675,どまどま
8509.683,nt
8510.243,どま
8510.437,nt
8510.033,nt
8510.047,nt
8510.074,nt
8510.124,nt
8510.124,どま
8510.245,まじかー
8510.25,わあ
8510.803,どまどま
8510.832,nt!
8511.095,どま！nt！
8511.144,nt
8511.322,nt
8512,オワタ
8512.054,どんまい
8512.284,nt
8513.324,どまどま
8513.948,nt
8514.179,どま
8514.222,nt
8514.661,どま
8514.755,nt
8514.779,おしい～どま！
8514.936,ないふぁい！
8514.995,nt
8515.405,nt
8515.579,nt
8516.802,nt
8516.973,どま
8517.562,おしい！nt
8517.573,おしい
8517.585,どまー！
8517.593,ナイエコだ
8517.646,nt
8517.864,ntnt
8518.106,おしい
8518.202,nt
8518.933,ローレンつええな
8518.934,どま
8518.983,nt
8519.178,nt
8519.342,nt
8519.636,おしい！
8521.566,nt
8521.637,nt
8521.971,nt
8522.012,nt
8522.081,nt
8522.716,nt
8522.959,つええ
8523.061,どま
8523.12,nt
8523.157,nt
8523.533,＼(^o^)／ｵﾜﾀ
8523.756,おもろー
8524.041,nt
8524.172,nt
8524.501,どまよ〜！がんばれ！
8524.709,ntだ
8524.763,どまどま
8525.205,どまどま
8526.409,どま
8526.603,んt
8527.904,落ち着いていきやー
8528.239,大変なラウンドきたｗ
8528.46,ここつっよ
8528.742,nt
8529.481,nt
8530.869,攻めマよね？
8531.476,nt
8531.816,ここからファイト
8531.952,nt
8532.435,惜しかった
8533.117,ここボコされたのやばいな
8534.41,nf
8534.724,がんばれ！
8535.435,まだいけるー！
8535.923,せめて6-6
8536.054,ないとら
8539.181,どま
8540.297,nt
8541.198,めっちゃ良かったー！
8543.071,頑張れー
8543.569,がんばれー！！
8547.537,さっき負けたの？ここのチーム？やばない？
8548.883,やっべぇな
8550.42,がんばれ！
8553.991,ナイス
8554.39,連携の差がすげぇか
8556.575,元気出してこぉ〜
8557.12,がんばれ！
8564.804,がんばれ！
8565.925,がんばれー！
8568.921,ごー
8569.085,がんばれ
8571.232,がんばれー！
8573.179,がんばれ－！
8575.848,がんばれ！
8578.356,がんばれ！
8579.765,でもマップ差キャラの練度差もあるのかな？
8582.33,がんばれ
8583.006,ファイトー！
8583.088,裏も
8583.617,ふぁいとー！！！！
8590.758,がんばれ！
8592.214,まだいける
8592.927,がんばれー
8593.117,守マだから大丈夫
8595.415,ファイト！！
8595.773,ロレうま
8597.238,もう笑い声もなくなった...
8597.873,ロレつええ
8599.864,がんばれ〜！！
8602.382,ナイス設置
8602.736,がんばれ！！
8606.927,うわぁロレうまいよ；；
8607.28,わあ
8608.358,わあ
8608.402,ナイス設置！
8609.811,わあ
8611.254,がんばれー！
8612.103,GO
8612.133,うあ
8612.341,えぐ
8613.098,nt
8614.624,えぐ
8615.197,ないとら！
8616.822,わお
8616.905,どま！
8616.907,セットが出来上がってる
8617.222,つよすぎぃ
8617.621,nt
8617.653,わあ
8617.853,ロレうまw
8618.228,わああ
8618.533,nt
8618.529,えっぎぃ
8618.679,うまいなぁ相手
8619.085,nt
8619.242,うわ
8619.677,どま
8620.126,やばすぎるな
8620.195,わぁ
8620.362,nt
8620.486,わあ
8620.585,うまいね
8620.624,nt
8620.76,どまどま！
8620.858,どま！
8621.206,えぐち
8621.654,えっぎい
8621.729,nt
8622.355,ぼっこぼこw
8622.532,いやあどま
8622.596,えぐすぎ
8622.92,うまぁ
8623.023,オペえぐなぁ
8623.22,バレバレやね
8623.416,エグいね
8623.649,つっよ
8623.87,えぐくね？
8624.283,nt
8624.339,nt
8624.4,nt
8624.589,nt
8624.644,どま！
8624.93,どま
8625.12,相手うまいなぁ
8625.436,nt
8625.525,nt
8625.679,まぁ普通に上手いな
8626.126,強すぎん？
8626.164,えぐ
8626.385,nt
8626.429,えぐ
8626.46,どま
8626.71,うま
8626.901,nt
8627.154,強いなあ
8627.738,マジかよ
8628.098,えぐ〜
8629.257,これどう対処したらいいんだ
8629.484,うわうますぎ
8629.615,NT
8630.235,nt
8630.477,うっま
8630.7,アルティメットまもまよ
8631.216,bティムうまいなぁ
8631.704,ずっと同じカウンターされてる気がするな
8632.565,どま
8632.581,どま！
8632.875,ちょっと強すぎるな・・・
8633.177,nt
8633.866,えっぎぃな〜
8633.899,いったんまずいか？
8633.895,つえー
8634.167,うんま
8634.812,nt
8636.593,ぼっこぼこ
8637.091,えぐえぐ
8639.013,nt
8640.195,逆ラッシュ
8640.184,なんでこのチームが負けたんや
8640.583,おぼブリーチうまいからな
8640.982,作戦負けやなぁ
8641.156,nt
8643.542,なんでこれボコされてたんってレベルやんww
8644.894,どま！
8645.557,nt
8646.036,がんば
8646.084,このチーム1戦目負けたんか・・・
8649.435,勝つぞー
8649.903,これBがいいのか？
8652.037,ヘイヴンのブリーチおっぼ上手いんだよなぁ
8652.242,がんばれ！！
8652.689,イツメンで連携すごい
8655.853,がんばれ！
8656.755,がんばれ～
8658.835,nt
