時間,コメント
911.999,座学中だからゲーム音下げてるのか
912.275,草
912.28,草
912.927,強いなこのチーム
913.525,草
914.768,草
914.779,最低じゃんｗ
915.642,草
916.856,やばすぎだろw
917.804,ﾃﾞｭﾝｽﾁ
917.805,なんかにょにょ可愛い
919.112,リドルとムラッシュにバレるw
920.233,聞き出そうとしてるｗ
922.922,リドルも競技シーン参入するんだっけw
924.791,草
926.152,笑笑
927.529,ケイオーいいね
928.401,KAYOなんだw
928.401,！
929.696,草
929.798,草
930.555,草
930.591,オーナー同士がめついw
931.053,草
931.195,草
931.406,VCバグw
931.753,草
932.211,草
932.335,草
933.06,草
933.327,ｗｗ
933.669,草
934.412,ムラッシュにもばれる
934.429,w
934.505,草
934.875,草
934.875,草
935.122,えw
935.45,バグかw
935.689,草
935.793,草
935.882,草
935.98,ww
936.644,草
936.774,草
936.819,草
936.871,草
937.229,草
938.365,草
938.371,草
938.913,草
938.969,純いくわ
940.121,草
940.749,草
941.123,知り合いw
941.304,ケイオーワンチャンある
941.404,こんー
942.255,草
942.902,使える？
945.592,ｗ
945.872,ジャスじゃない？
946.34,草
946.877,草
947.059,草
947.082,ｗ
947.906,めっちゃ悪いw
948.467,草
948.583,草
949.108,スコア悪いなんか不吉だなw
950.525,草
952.776,草
953.544,ｗｗ
954.542,スコア
954.657,w
955.127,草
955.708,まぁｗ
956.046,ｗ
956.459,草
956.522,葛葉はスカイでいい
956.838,草
956.9,草
957.051,流石に楽しみやな
957.57,くさ
958.198,でもぉ、、、w
958.723,草
959.653,草
959.935,スカイの時スコアいいしな
960.05,草
960.641,嫌そうで草
960.829,草
960.801,絶対草
960.795,スカイのがうまいw
961.171,勝ちたいよなあ！！
961.293,じゃすw
961.788,ww
962.069,これスカイご指名です
962.155,やらせてもらえないw
962.795,草
963.216,草
963.384,草
964.437,草
964.955,草
965.129,でもスカイのが上手いと思ってる
965.162,純のコメ欄は常にこれの１万倍荒れてます
966.642,おおｗ
966.865,いくかあ
967.127,草
967.75,草
968.369,スカイにしとくかぁw
968.973,ほなスカイか
969.025,安心安全のスカイ
969.181,草
969.338,草
969.556,草
969.899,草
970.176,草
970.34,マジで草ってコメント流れるんやな
970.655,草
970.672,介護よろ
970.775,草
971.775,草
971.937,コーチ胃やられそうｗ
971.993,草
972.245,じゃあスカイかｗ
972.354,触れずにブロックして報告しておこう
972.381,じゃあスカイやな
972.476,草
972.852,草
972.999,スカイはもう熟練だもんな
973.019,草
973.173,草
973.192,ご指名か
974.114,じゃすキャリーしろ
974.231,じゃすキャリー頼む
974.546,草
974.552,スカイへの信頼があつすぎるw
976.031,草
976.376,じゃすぱーバス
977.197,ランク的にスカイやろなぁ...
978.583,けいご
978.565,じゃっさん背負ってくれ〜
978.909,じゃすぱー背負え
979.212,勝ちに行け
979.23,お前はスカイが輝く
980.814,スカイ本人だから大丈夫よ
980.901,ほなスカイかぁ
981.082,ほなスカイかー
981.623,コルチうまいなww
981.798,ほんとに使わせたくなさそうやなw
982.051,ヒールもあるしね
983.381,ジャス航空や
983.501,ほなスカイや
984.401,草やめてくれ
984.691,スカイか
985.521,おー
986.416,責任をww
986.937,葛葉スカイが好きｗ
989.136,葛葉を信じてw
990.104,練度はスカイがダントツだしな
991.934,スカイマジでうまいしねww
994.274,草
994.904,ほなスカイか
995.187,対よろ
996.567,スカイか
1000.154,草
1002.722,スカイめっちゃ上手いもんねw
1003.051,！
1003.833,ヒールもいいよね
1007.847,ほお
1011.422,犬とドローン一気に使うんだ
1011.535,コメ欄おもろいね
1012.851,ロックマンより平和じゃねえか
1014.02,へぇ
1014.365,wはスマホだと打ちにくいから草だろ知らんけど
1014.86,衛門も草使えよ
1015.276,衛門に侵略されてる
1015.431,なるほど
1018.284,華麗な鳥さばきに期待
1018.59,めいじゃす以外の声小さいかも
1018.682,フルパならではやな
1018.867,やあ
1020.432,なるほど
1021.868,おもろ
1024.189,おもろ
1027.055,絶対強いやん
1028.157,草なんよw
1030.096,やあ
1030.294,荒らしは無視して楽しもうぜ
1031.468,おもろー
1034.392,かなり支配的なスキル攻め
1036.517,ジャスパーに背負わせて楽しんで
1037.093,なるほど
1037.108,対よろ
1037.71,ほう
1041.574,パワー
1041.713,対よろ
1042.628,異文化交流w
1043.065,ほぉ！
1046.187,衛門ってなに？
1048.189,これカスタム自体は22時から？？
1049.783,異文化交流懐かしいねー
1050.132,ホンモノはうんこちゃんのところで隔離されてるからこっちは平和だよ
1052.57,なるほど
1054.23,荒らさないでｸｶさい！
1054.492,にょ、にょまれ〜！
1054.91,おお
1055.652,えもんはジュニチのリスナーやで
1056.087,交流会はここですか？
1056.613,ｗｗ
1056.853,ジャスパー背負え
1056.954,草
1057.19,w
1057.224,ふふw
1057.226,草ってなんですか？
1057.894,純もおもったよりやるな
1058.043,草
1058.119,うるせーよじゃすぱー
1058.165,ヨル使おう
1058.747,ww
1058.851,たのもし
1059.094,w
1059.332,草
1059.597,ww
1059.65,わかりておるｗ
1059.774,草
1060.414,草
1060.562,草
1060.785,草
1060.806,草
1060.931,俺はお前だけみてるぜ
1060.978,おおお
1060.999,w
1061.092,草
1061.099,草
1061.681,草
1061.903,草
1061.977,草
1062.554,草
1062.561,草
1063.239,草
1063.327,かっけぇｗｗ
1063.63,ｗｗ
1063.748,対よろ〜！
1063.906,草
1064.015,草
1064.295,草
1064.565,うんこちゃん。
1064.659,草
1064.711,分かり手
1064.885,草
1064.897,加藤さん良いおっさんでわろた
1064.991,草
1065.018,w
1065.054,草
1065.058,ww
1065.128,ｗ
1065.225,草
1065.575,うおおおおお
1066.117,草
1066.498,草
1066.69,草
1066.738,草
1066.86,草
1066.893,草
1066.963,w
1067.193,たのもしいなｗ
1067.861,草
1067.982,草
1068.547,草
1068.664,ｸﾞﾝｯ
1068.84,草
1069.131,草
1069.156,w
1069.217,草
1069.435,草
1069.449,草
1070.244,わかるの！？
1070.879,くさ
1071.04,わかりて
1071.078,かっけぇww
1071.628,草
1072.192,草
1072.484,草
1072.692,草
1072.967,草
1072.991,加藤純一最強定期
1074.028,わかり手いるな
1074.867,じゃっさん声でっかw
1075.811,頼もしいw
1076.173,別に思ったより荒れてないなw
1076.449,まんぜう軍ってなんですか？
1077.368,草
1077.881,草
1078.13,笑
1079.032,草
1081.271,じゅんいちさん結構やってるんだねぇ
1081.352,ジャスパー君、
1081.43,草
1081.447,対よろ!
1081.466,わかり手きちゃ
1081.73,草
1082.024,わかりてかぁｗ
1082.09,ジャスパーがんばれw
1082.098,純のコメ欄地獄で草
1083.717,あんよハゼ坊
1084.84,5マップだもんな～
1086.113,頼むじゃっさん
1087.54,盛り上がってるねええええ！
1088.507,草ってなに？
1088.559,うんこちゃん優しいからな
1089.2,衛門はみんな無視しよう
1091.456,.ホビっす！w
1095.428,じゃすさんに乗っかっていくスタイル
1097.155,(っ`･ω･´)っﾌﾚｰｯ!ﾌﾚｰｯ!
1097.727,純って誰？
1098.948,36歳
1100.431,草ってなに？
1100.822,純とゆうたの声ちょっと上げてくれ！
1100.858,背負えじゃすぱー
1100.941,もっとうんこちゃんに喋らせろ
1104.506,今日のコメ欄おもろいやん
1104.616,試合前に荒れてたら終わりだよ
1106.797,雲みたいなの浮いてたな
1107.559,すげえ上空に
1107.558,たいよろ！！！
1107.645,すげぇとこにあるw
1108.646,ロックマンと比べたら平和よ
1108.956,草
1111.301,すごい上にジェットモクあるww
1112.391,純粋な衛門がチームメイト荒らすわけないやろw
1113.071,うおおおおおおおおおおおお
1113.638,じゃすぱー最高
1114.461,背負えじゃす
1114.973,流石のムラッシュオーナー
1115.976,触れるな触れるな
1116.322,対よろ～
1116.814,ロックマンより平和はガチ
1118.233,こういうコメ欄久しぶりでおもろい
1118.75,荒らさないでｸｶさい！！
1119.972,フィジカル最強
1120.31,うちのじじいを頼む
1120.937,おい！今純の悪口言ったよなあああ！
1122.775,加藤さんと葛葉が楽しんでりゃよくね？
1124.115,おお
1127.237,今日いつもより女息してなくていいな
1127.263,ムラゲ
1127.896,にょ、にょまれ〜！
1128.445,純置物で草
1128.511,一部の荒らしが湧くのはいつものことや
1129.694,対よろ
1130.841,(逆だったかもしれねぇ…)
1134.343,概念…？
1135.115,ジャス背負え
1135.15,古き良きコメ欄
1136.519,流石に純いくわ
1136.548,概念レベルでかｗ
1136.672,概念ww
1137.005,いい加減統一しろ！！
1139.009,概念
1139.822,概念w
1140.375,もく使いだね純一さん
1140.655,関さまー︎
1141.506,概念からかｗ
1141.58,草
1141.594,概念
1141.887,関さん？
1142.377,概念？w
1142.436,ロックマンより平和は本当にそうなんだよね
1142.916,ドン座
1145.596,ロックマンより平和なのは草
1145.804,そっからか～ｗ
1145.839,概念ｗ
1146.836,全部、じゃっさんに背負わせるべw
1146.833,概念w
1147.281,荒れてはないよ
1148.501,なんか今日お祭りみたい！
1149.799,草
1149.939,対よろ
1150.439,概念とは
1152.693,まじでプロゲーマーって色々考えてるんだな
1152.915,もっとはなそーぜ！葛葉
1153.746,ロックマンより平和草
1154.487,よくやろうとw
1154.72,ぷりー
1154.822,前から牛だったっけ
1155.64,す、すまにょ
1156.155,今荒らしてる奴は衛門ではなく擬態してる暇な方々です。無視しましょう
1156.48,コメ欄おもろすぎるww
1158.042,ロックマンってなに？
1160.124,概念
1161.09,実は平和
1163.446,ロックマンの方が荒れてた草
1163.561,ロックマンより平和だ
1164.97,すまにょ
1165.772,この程度で荒れてるは草
1165.826,ロックマンに比べたら、温いな
1166.259,しょうもないな
1167.596,いつもと違う感じでそれはそれで
1169.708,異文化交流いいな
1169.981,いいねいいね！新鮮でおもろすぎ
1170.434,異文化交流わーい
1170.455,こんな感じのコメ欄楽しいから好きだよ
1170.822,コメ欄異文化交流おもろ
1172.875,ラークってやつね
1172.907,楽しんでこうねい
1173.026,待望の純とコラボなんだから話しかけろ！！！
1174.654,ロックマン荒れすぎだろ
1175.81,純はこのあと置き物になるよ
1176.999,ロックマンならなあ・・・
1179.68,このチームで勝つの楽しみすぎ
1179.723,感謝する人だね
1181.868,ロックマンそんなに荒れてたんや
1182.606,ロックマン＞純
1182.759,それはそう、荒れてねぇ
1185.105,ほおｗ
1186.306,純の介護よろね～
1186.437,お祭り感あるね
1188.603,や
1188.89,純宜しくなーーーーーー
1188.902,たしかにロックマンより平和
1189.146,ゆーて荒れてないか
1193.572,草
1193.98,草
1194.81,ロックマン笑う
1195.581,ぜう！？
1195.847,ロックマンすごかったよねえ
1196.019,今日は交流会なので楽しみましょう
1196.626,完璧ｗ
1196.718,異文化交流で賑やかなだけで楽しい
1197.965,ww
1199.1,たばこ
1201.986,草
1202.246,バッタ食いたいな！あ
1202.358,プロに聞ける貴重な時間だね。
1202.386,すまん、ロックマンいくわ
1202.419,完璧かぁ
1202.777,ロックマンよりマシ草
1203.026,今日コメも併せて雰囲気好きだよ
1204.028,完璧ｗかなｗ
1204.144,純すでに置き物
1204.702,葛葉さんがんばれー！
1204.99,ほなもう練習終わりかw
1205.393,褒めるやんw
1206.146,荒れてねーぞ全然w
1208.003,純をたのんだ
1209.391,雰囲気いいよね
1209.431,ロックマンの悪口やめろよ！
1209.917,ロックマンの悪口w
1210.331,マップ決まってるの？
1211.507,草
1212.982,フィジw
1213.094,無視が1番やで
1213.209,コメ欄同士の会話が一番きちい
1213.31,純の介護頼みます
1215.735,じゃす背負え
1216.108,ロックマンより荒れてないのまじで草
1217.144,にょっす
1217.506,みんな仲良くするにょ
1218.072,ゴリ押しかw
1219.565,こういうコメ欄の方がいいわけ
1219.962,頑張れ
1220.103,フィジでいこうよ！
1220.325,火畜のみなさんすまにょすまにょ
1220.547,まこう　まんぜう　まずは
1220.868,楽しいよ俺はコメントもチームも
1221.056,岩、男
1223.451,フィジカルで全て解決する
1223.553,もう全部フィジだろw
1224.784,そもそも荒れてなくねえか
1225.036,にょっすwにょっすwにょっすw
1225.477,全然荒れてねぇや
1226.705,今ロックマンの悪口いったよなあ！？
1227.001,「僕はガレリア」
1228.142,異文化さんよろー
1228.759,ｆげｗｓ
1230.114,いいね
1230.764,そもそもこのコメ欄荒れてるの基準低すぎんねん
1232.29,頑張れな
1232.469,コメ欄も雰囲気いいねw
1233.66,攻めタレットか
1234.321,仲良くしろよ
1237.49,まんぜう軍
1237.635,荒らしてもいいってこと？
1238.212,いいね
1238.324,思ったより平和だな
1239.487,あ
1239.581,にょっすー！
1239.65,やった
1239.994,お前らにょ！コメ欄同士で会話すんなよ！
1240.627,荒れてなくね？
1240.701,いいね
1240.926,いいね
1241.641,採用!
1241.806,a
1241.823,いいね
1242.19,いいね
1242.832,コメ欄なんだしみんな自由でいいやろ
1245.631,楽しみ！
1245.739,採用された
1245.909,コメ欄がコメ欄のこと気にしすぎや
1245.935,賑やかしが多いだけ、気に入らないなら各自ブロックで
1247.753,異文化交流なので変に気にしすぎないのが吉
1248.865,まずはがんばれ！
1250.674,採用！
1252.682,荒らそうぜー
1252.855,マジで手前でスキル吐き切るな
1254.746,練習だからマップ良いのかな？
1254.877,頑張ってね！おうえんしてます！
1257.398,チーム連携合うといいなぁ
1257.5,まんぜう軍待機中
1258.198,葛葉のコメ欄には可愛い衛門向こうは地獄
1258.764,にょっすってなんだ？笑
1258.95,いくぞおおおおおおお
1259.156,まんぜう軍待機中
1259.304,ボドも上手いからなんも背負うこたねぇ
1259.915,Meiyくんを倒すww
1260.91,がんばれ～
1261.572,牛の絵文字違う奴いて草
1262.263,コーチぼこれー
1262.454,今日外国人多めか
1262.796,みそきん、みそる、みそま、みそは
1262.89,1ｖ5きちゃ
1264.191,vc反響してね？
1264.23,おお
1264.41,尚子面きめええええ
1265.141,牛野アイ
1265.532,うおおおおおおお
1267.378,れちご！
1268.153,勝ってCR倒したって言おう
1270.126,対よろ
1270.683,おいお前らビビんな！異文化こみゅにけぃしょんやで！楽しい
1270.866,対よろ
1271.142,結構ふわふわした雰囲気でええなww
1272.301,そこまで誹謗中傷ないな
1272.653,草
1272.675,草
1272.682,草
1273.053,純の介護頼んだぞ！
1273.159,ww
1273.735,誰だお前
1274.3,草
1274.721,あｗ
1275.269,草
1275.391,w w
1275.535,草
1275.661,草
1276.272,ん？
1276.782,草
1276.844,草
1276.969,あ
1277.032,草
1277.132,あ
1277.208,草
1277.519,コールw
1277.559,声ｗｗ
1277.568,草
1277.617,草
1277.654,大丈夫そ？
1277.658,草
1277.769,草
1277.82,誰w
1277.843,草
1278.137,今日のコメ欄多様性でいいね
1278.421,じゃす…？
1278.533,草
1278.557,w
1278.585,せっかくなんだからみんな楽しめ！
1278.846,草
1279.199,草
1279.445,喋り方ぁ？！
1279.773,草
1279.922,草
1280.081,あw
1280.172,草
1280.202,ｗ
1280.315,草
1280.546,誰だよｗ
1280.948,草
1281.026,草
1281.133,ジャスしぼうw
1281.827,草
1281.914,草
1282.03,なんやこれ
1282.145,草
1282.934,ん？w
1283.047,草
1284.043,あれ？じゃす？w
1284.099,草
1284.225,草
1284.913,ゴタゴタ
1285.984,草
1286.206,ぐちゃぐちゃだあ
1286.446,草
1286.952,草
1287.37,草
1287.373,うるさい笑
1287.491,あわあわあわ
1287.54,草
1288.047,葛葉？w
1288.218,コールのくせw
1288.344,草
1288.382,めちゃくちゃだあ
1288.528,エア始まったw
1288.693,草
1288.721,キャラ変わってね??w
1288.959,なんかグレで溶けてるやつおらん？ｗ
1289.103,草
1290.108,草
1290.161,草
1290.656,いじめてるww
1290.826,わからんｗ
1290.833,あれ
1290.926,つよｗｗ
1291.243,なんこ出すねんｗ
1291.282,wえ
1291.402,草
1291.404,草
1292.243,なんだよｗ
1292.77,草
1293.173,おいおいおい
1293.205,純も葛葉もみろ！
1294.379,ピカピカ
1294.829,草
1295.021,草
1295.086,草
1296.289,草
1296.516,みんな熔けてら＾＾
1296.694,わけわからんｗｗ
1296.746,草
1297.043,草
1297.073,鳥さんポイポイでワロタ
1297.654,草
1297.659,ぐちゃぐちゃww
1297.685,草
1297.8,やられてるw
1298.06,フラバン行きすぎかちょっと
1298.643,草
1298.685,草
1301.777,草
1302.011,草
1302.432,草
1302.477,フラバンマシンｗ
1303.107,死ぬほどフラッシュ吐いてて草
1304.658,フラッシュ打ちすぎw
1304.734,まっずいｗ
1304.793,フラバン多いなぁw
1306.282,w
1306.314,わちゃわちゃw
1306.836,草
1307.407,大丈夫そ？
1308.038,うるさすぎるか
1308.495,おもろ
1308.672,草
1308.804,草
1309.079,声は出てた
1309.567,ひでぇww
1310.091,ww
1310.879,うるさい言われたw
1310.888,草
1310.954,うるさすぎるww
1311.268,騒がしかったねｗｗ
1313.098,2人w
1313.568,ちょっとうるさすぎるか…
1313.592,草
1313.712,フラッシュ多くない？
1313.734,草
1313.797,無限フラバン編
1313.946,メイいるほんまにw
1316.17,失明するわw
1316.555,ｗｗ
1316.732,w w
1316.983,気付いたら2人飛んどる
1317.084,草
1317.731,草
1318.329,w
1318.499,スラッシュ多すぎww
1318.746,フラッシュ多いww
1319.078,フラッシュ連打してたw
1319.164,グレで死んでるw
1319.182,無限フラッシュ編
1321.435,これは賑やかし担当チームｗ
1321.916,無限フラッシュ編
1322.03,草
1322.146,常時光ってたw
1322.236,フラッシュ多すぎww
1322.282,まぶしいっす
1323.08,コーチ諦めとるやんw
1323.94,一瞬クソガキおったなw
1324.219,草
1324.296,今日ゲーム音ない？
1324.349,草
1324.5,フラッシュ死ぬほどあったな
1324.626,ｗｗ
1324.792,一旦無限大か
1324.983,テッカテカに照らしてあげような
1325.465,無限フラッシュ
1326.183,草
1326.465,フラッシュは多ければ多いほど強いしな
1328.062,無限フラッシュ笑う
1329.135,サングラス必要かw
1329.137,草
1329.742,女だから
1330.073,ピッカピカ
1331.198,チームワーク平気か？
1333.548,ある意味1キル
1336.864,先生が困ってますw
1337.86,フラッシュなんぼ出すのw
1339.578,はえ～
1340.134,（逆だったかもしれねぇ...）
1340.796,やあ
1340.83,ほう
1341.85,へー
1342.937,ゲーム音は下げてます！
1343.098,多ければ多いほど良いよな
1344.8,ほぉ～
1345.112,もでーらありがとう
1347.48,次は大将にサングラスあげるかw
1347.649,これはコーチの胃が心配ですww
1348.004,あ
1348.434,へぇ
1348.791,葛葉頑張ってね。純戻るわ
1351.053,座学中なのでゲーム音下げてます～
1354.229,🫰にょー域展開！
1354.53,ほお
1355.129,やあ
1355.136,サングラス必須か
1355.213,あ
1357.046,ほぉ
1357.086,そうなんだ
1357.849,みんなの顔が光るw
1359.774,狭いエリアではカバーのがいいのか
1359.929,へー
1360.356,すまにょ純の介護頼むにょ(;o;)
1362.702,そうなのか
1363.389,残せると強いのもあるしなー
1364.116,関さんテッカテカや
1364.224,ほう
1364.334,やあ
1364.517,そういう事故あるよなぁ
1365.402,へー！
1366.457,葛葉応援してるぞ！！！
1366.623,眩しいか
1367.666,葛葉普段の感じなら良さそうだけどね
1367.903,先生が困ってますw
1373.001,対よろ
1373.781,草
1374.305,頑張れ！
1374.691,対よろ
1375.948,New member
1376.161,草
1378.369,にょっす
1380.727,来てくれてありがとねぇ
1383.137,ゲーム音低め？
1383.704,がんばれ－！
1384.657,ゲーム音下げてるんですね！ありがとうございます！
1386.977,やあ
1389.412,煽り期待してるぞ
1390.737,あ
1390.824,草
1392.87,がんばれい
1393.901,やあ
1394.065,やぁ
1400.452,あったけぇコメあってすき
1400.585,対よろ
1402.052,草
1402.453,こういうコーチングタイムすき
1402.833,にょ、にょまれ〜
1404.324,草
1404.691,声ww
1405.005,コーチ助かりまくるー
1405.161,声ww
1406.118,あ
1406.969,声
1407.038,0か100しかない
1407.881,声w
1408.165,声？w
1408.207,声w
1408.288,声草
1408.416,ごちゃごちゃ言われたw
1408.737,調整あざす
1410.089,🫰にょー域展開！
1410.597,声w
1410.759,声か…
1411.044,声w
1411.08,ダメなとこ声w
1412.68,プロシーンのＶＣ気になるなぁ
1412.87,無言まじかw
1413.763,草
1413.876,草キッズ多いは結構効くからやめて
1413.917,草
1413.92,声w
1413.931,声無い方がいいw
1413.985,声
1414.469,こえ！？
1414.482,声が無理
1414.927,草
1416.155,声w
1417.504,声w
1417.485,声ww
1418.106,無言は草
1418.388,声ww
1418.91,報告は処理できるくらいがいいのかｗ
1418.927,じゃあ無理だあ
1418.993,何でがタバコ吸ってんだよ
1419.029,w
1421.124,無理かww
1421.328,声ダメか
1421.886,無理は草
1422.183,草
1423.062,ほな無理か…
1423.077,声w
1423.815,一旦無理か
1424.107,声w
1424.872,大騒ぎ
1424.926,このチームは声出てる方が強そうよねｗ
1425.958,賑やかだよねw
1426.064,0か100じゃないんだよ
1426.167,草
1426.311,無理かw
1426.467,声が無理
1426.933,声通るよーw
1427.687,絶対うるさくなる
1428.274,無理ｗ
1430.609,草
1431.882,草
1433.184,草
1433.802,声w
1434.039,ｗ
1434.801,声w
1436.9,極端でしか出ないのかよw
1438.035,草
1438.275,草
1438.696,死ぬんよねw
1438.727,無理か
1439.089,草
1439.922,草
1440.516,毎回w
1440.673,死ぬんすけどw
1441.087,草
1446.127,死ぬなｗｗ
1447.077,日本でうるさいで有名な人集めました
1448.586,草
1449.936,純とのチーム楽しみにしてたぞー！がんばれなー！
1450.555,草
1451.716,うぇい
1452.61,草
1452.67,ジェットいない前提草
1454.013,にょっす！
1457.568,じゃすが笑い死ぬ
1458.419,おおお
1458.762,草
1459.919,おお
1460.288,おおお
1460.631,お～
1461.494,おお
1461.562,おおおお
1462.599,おお～
1462.682,おおー
1463.059,おお
1463.068,加藤純一最強！加藤純一最強！加藤純一最強！
1463.223,おお！
1464.091,おおお
1464.95,おお！
1465.55,すげー
1465.707,おおおお
1466.517,おお
1467.9,すげぇ
1468.082,ペンさんかわええ
1469.456,流石大将！
1469.911,おおお
1470.177,知見
1471.591,おお！
1472.745,楽しみ、がんばれ〜
1473.23,やあ
1475.268,おお
1475.593,やってないフリ？！！
1476.131,ほー
1476.198,やあ
1476.526,おおお
1476.768,(◡＾‿＾◡)葛葉…すべ…♡
1477.975,すご
1479.167,テスト前のやつだ
1480.404,染み付いてら
1480.628,こんなのあるんだ！
1482.029,やあ
1482.039,練習してないアピ
1482.297,大将コソ練か〜
1483.077,いいねぇ
1484.969,おおー！
1490.06,ワッチャリウェイ言ってくれ！！
1491.131,音量感謝
1494.124,おー
1498.389,やぁ
1499.112,やあ
1503.878,確かにｗ
1505.234,がんばれ
1506.586,うるせえw
1506.797,んー？うんこちゃん！？まじ？？
1506.851,ww
1507.956,ボドが静かに思える
1509.05,やぁ
1510.679,ワクワクしてきたw
1514.461,コーチの胃がもたんてw
1514.613,時間がやばいｗ
1516.015,確かに
1517.092,ボドの声聞こえんな
1518.816,やあ
1521.905,にょっす
1525.251,アセントだけは取ろう
1528.134,なるほど
1528.21,時間が足りないw
1532.323,タンクジェットか
1533.354,にょっす
1533.473,あ
1534.75,アセントで終わっちまうw
1537.257,にょっすにょっす
1537.71,めいくん大忙しがんばれー
1539.472,何時開始なんだろ
1539.532,草
1539.631,草
1539.715,ｗｗ
1540.408,ww
1540.465,時間がw
1540.543,あと30分くらいだｗｗ
1541.023,草
1541.065,んふふw
1541.275,うしの子
1542.892,時間まずいかｗ
1546.192,終わっちゃうw
1546.973,Aはいれないw
1547.73,にょっす
1548.799,アセントでおわるw
1548.887,それはそう
1549.464,草
1549.561,時間やばいか
1551.258,時間ない～;;
1552.564,草
1552.948,ミッド編とＡ編で終わりか
1553.386,22:00開始
1554.198,草
1554.65,アセントに命かけてる
1554.748,がんばれー！！w
1556.833,Meiyくんがんばれ！
1557.748,あと35分か
1558.241,草
1559.555,草
1560.921,なんて？ｗ
1561.119,22時からだった気がする
1561.749,ここだけ勝ててもかw
1561.867,もう30分経っちまうよ
1562.853,加藤さんにタメ口！！？
1563.905,うしの子
1569.123,こんちは
1569.576,草
1571.573,にょっす
1572.151,草
1572.157,VCバグ怖いけどおもろいよねw
1575.377,対よろ
1578.058,にょっす！
1578.943,にょっす
1579.08,3マップらしいね
1580.91,3か
1582.093,こんばんは〜
1583.178,3マップ5試合やね
1583.872,3MAPnannda
1586.324,いけるよいけるよ
1586.573,GO
1587.211,頑張れ！！
1588.297,なんでヒソヒソｗｗ
1588.865,3いけるか？w
1588.867,にょっすにょっす
1589.088,小声w
1589.173,タメ口！？
1589.532,ささやきｗ
1589.671,にょっす
1589.996,一夜漬けナイス
1592.223,コソコソw
1592.56,にょっす
1593.562,にょっす
1594.601,こそこそｗｗ
1594.646,ヒソヒソw
1594.816,にょっす
1594.842,小声笑うｗ
1595.741,ひそひそｗｗ
1597.309,小声w
1597.473,声小さくなってるの不器用か
1597.77,3マップの5試合か
1598.451,やぁ
1601.375,小声たすかるw
1601.422,テスト範囲しぼってこーw
1603.422,かわいいｗ
1603.547,いいね
1605.964,アチチチ
1606.027,笑
1607.107,ｗ
1608.083,いててｗ
1608.208,ww
1609.888,牛さんかわいくていいね
1611.121,草
1612.911,🫵頑張れ！
1613.767,草
1614.132,ナイス
1615.474,声出してこーー！
1615.648,にょっすは身内ネタだから気にしなくていいにょ～
1615.712,今北産業
1615.718,草
1615.756,葛葉さん、にょっす
1616.679,草
1617.16,草
1617.624,にょっす
1617.733,えぐいえぐいｗ
1618.009,草
1618.582,w
1619.099,草
1620.411,やりすぎww
1620.97,始まったw
1621.732,わんちゃんやられてるw
1622.606,草
1622.668,やりすぎｗ
1622.743,キルログ草
1622.754,草
1623.214,w
1623.673,ログがえぐいw
1623.923,か
1624.208,たしかし
1624.27,たしかし
1625.556,草
1625.755,乱射w
1626.113,じゃす癒されるなw
1626.461,ほう
1626.989,たしかし
1627.038,たしかし
1627.933,草
1628.008,たかしきた
1628.302,草
1628.848,たしかし
1631.406,どまｗ
1631.906,たかし
1632.162,草
1632.206,お、ボムやん
1632.385,かわいそう
1632.492,スカイか
1633.056,w
1633.098,どんまいw
1634.13,設置頑張れ葛葉ｗ
1634.177,kore
1634.56,衛門がウキウキですまにょ
1634.823,加藤さーん
1635.026,はい設置奴隷
1635.118,ログw
1636.421,w
1637.263,どんま～いｗｗ
1637.428,草
1637.437,ｗ
1637.767,どんまい、、
1638.027,草
1638.775,純と遊んでくれてありがとうな
1638.901,葛葉がんばれ！ｗ
1638.974,草
1639.239,どんまい
1639.609,マジかｗ
1639.784,ドンマーイw
1639.934,草
1640.18,ドンマイｗ
1640.262,どんまーい
1640.484,どんまいが出たw
1640.665,草
1640.753,草
1640.767,お弁当もって〜
1640.858,お弁当持ち係
1640.988,草
1641.008,2回くらいエースしとる
1641.075,草
1641.212,草
1641.681,草
1642.653,あ
1643.119,草
1644.078,背負わされたｗｗ
1644.779,弁当係
1644.786,どんまいw
1644.797,葛葉ボムはまずいかもw
1644.986,葛葉マジで？！
1645.215,草
1645.268,がんばれw
1645.279,w
1645.352,設置奴隷きたw
1645.411,草
1645.516,草
1645.667,草
1645.825,キャリーか
1646.33,どんまーい
1646.586,草
1647.984,どんまいw
1648.719,忘れそう
1648.91,まじかw
1648.965,奴隷で草
1649.05,あ
1649.104,これ設置絶対忘れるぞ
1649.363,設置奴隷おつでーす
1649.453,設置忘れそうw
1650.108,イニシエータにか
1650.453,草
1650.522,やっばｗｗ
1650.601,忘れそうｗｗ
1650.743,草
1650.815,頑張れw
1651.067,がんばれw
1651.04,にょっす
1651.19,だっっりぃw
1651.226,草
1651.712,がんばれw
1651.921,えーどまです
1652.34,がんばれｗ
1652.306,奴隷確定ルート
1652.875,忘れそうだなぁ
1653.109,きつ
1653.433,どんまい
1653.988,設置奴隷珍しいなｗ
1654.33,嘘やんw
1654.52,設置奴隷葛葉
1654.563,どんまいw
1654.667,ソヴァじゃないんだな
1654.707,葛葉さんがんばれーー
1654.791,草
1655.058,草なんにょ
1655.074,にょっす
1655.931,忘れそうw
1656.251,設置係かぁ
1656.789,設置奴隷きちゃ
1656.805,マジかｗがんばれ～
