時間,コメント
8919.818,うま！！！
8922.515,最後かっこよw
8923.37,高橋ACE！！！
8923.746,ぎぃぎ！？！？！
8924.225,ないす～ｗ
8924.604,うわあああああああ
8926.259,つよすぎぃ！！
8927.189,ないすGG
8927.393,ACE
8927.938,うま
8928.115,スパイギア最強！スパイギア最強！
8928.858,これは高橋名人
8928.939,ACEフィニッシュかっこよすぎる
8940.246,ほなもう一回か。
8941.41,www
8941.556,www
8942.757,流石にbo3かw
8943.096,さすが世界を撃ち抜くイケメンスナイパー
8944.197,www
8945.316,wwwww
8945.36,ｗ
8946.082,楽しくなっちゃってんだよなｗｗ
8955.69,wwww
8970.183, wwww
8973.347,ガキの喧嘩はじまりました
8973.329,ｗｗｗｗｗ
8973.51,www
8974.235,wwwwwww
8974.57,ｗｗｗｗｗｗ
8975.723,BO3くる？
8976.122,wwwwwwwww
8976.749,ｗｗｗｗ
8977.431,ｗｗｗ
8977.626,ｗｗｗ
8978.356,www
8978.308,bo2 HAHAHA
8978.324,wwww
8978.962,www
8979.975,とばされたw
8980.913,wwwww
8981.208,強制ですwwww
8982.156,wwwwww
8983.33,?
8983.459,権力振りかざしてるやついるw
8983.563,でかw
8983.623,www
8985.155,www
8987.504,えぐいwww
8988.382,wwww
8990.066,ハテナでっかwww
8995.718,凝ったはてなを出すなｗｗ
9004.37,ひなのジェットくる？
9005.301,でかクエスチョンマークｗ
9006.329,ジェット？
9007.085,ひなのジェットこいっ！
9009.605,誰がデュエになるんだそれ？
9011.381,スパイギアのご褒美ソーヴァ
9020.897,出来ないんかいw
9024.397,wwww
9029.577,ひなジェット？
9032.104,義務モク？
9036.001,きた！
9036.807,ジェットきたぁ！
9041.494, wwww
9041.467,ｗｗｗｗ
9043.291,やったことないｗｗ
9044.519,きたぁぁぁぁぁぁぁ
9044.841,ひなジェットきちゃー
9049.101,ひなジェきちゃああああ
9050.564,ミリしらオーメンきたああああああああああ
9051.494,www
9054.257,ファーストタイムオーメンきちゃｗ
9057.372,オーディン楽しいw
9059.233,それはそう
9060.101,ひなーの頑張れ
9063.984,www
9064.224,楽しみ方終わってたwww
9065.737,わりとアセントだとソバつかうよなギアさん。
9073.892,どこでもジャッジｗ
9079.574,ｗ
9084.277,ワイン待ちｗ
9084.375, wwww
9086.431,アセントだとソーヴァばっか使ってる
9088.567,www
9088.731,やばすぎww
9089.005,www
9089.608,wwww
9090.126,wwwwww
9090.881,wwwwwww
9092.973,www
9093.43,www
9110.846,2デュエ対決
9112.935,格付けしなくちゃ
9116.059,ガチできてるなぁー
9118.074,what is the bgm ??
9120.752,向こうのジェット分からせてやろう
9124.286,分からせるべｗ
9130.734,ジャッジでワインは見たことないw
9140.249, wwww
9140.923,ファラマ？
9141.261,草
9142.079,まっずいwww
9142.151,ｗｗｗｗ
9143.371,コントローラーがコントロールされとるやん
9144.01,www
9145.199,www
9145.596,おわってるｗｗｗ
9145.999,wwww
9146.255,操作方法からｗ
9146.373,一旦まずいか？
9146.969,一旦大丈夫ではない
9147.708,まずいwww
9149.376,wwww
9151.33,オーメンすら初めてか？
9158.117,ラジコントローラー
9159.216,そこからかw
9162.769,wwwwwwwww
9162.964,ｗｗｗｗ
9163.3,wwww
9164.605,wwwwww
9164.856,www
9165.063,え？ｗｗ
9165.762,まずいw
9168.472,まっずいなぁ
9168.84,wwwww
9168.938,まずいｗ
9171.681,wwwww
9173.342,これまずそうだなあｗｗｗ
9174.571,まっずいwww
9175.368,やっばいいwwwww
9178.403,エイムで破壊や
9179.363,ww
9188.809,草
9189.169,wwwwwww
9191.803,モクなかabo
9192.284,ｗ
9194.288,wwwwwwwww
9194.952,こわれたあ！
9197.335,まじかｗ
9197.61,きっしょw
9199.043,nt
9199.159,しっかりインスモショーティwww
9199.485,nt
9200.041,aboｗｗ
9201.549,きめぇ笑
9202.311,wwwww
9203.885,nt
9204.651,そらそうw
9205.383,伝家の宝刀モク中ショーティ
9205.831,きんもおおおお
9205.946,ピックやり直すかwww
9206.94,wwwww
9206.965,はいきもーいｗ
9207.822,エビオまじでsgしか使わんやんww
9210.665,忘れてたなw
9213.642,nt
9218.44,こっちもイライラしてくるww
9221.354,完全に理解させられたw
9228.857,ガチキモやなwww
9230.361,もっかいスキル押すとモクだすよ、武器チェン
9231.773,マウスホイール
9234.191,武器チェンとか
9234.58,インスモーク・エビ
9234.925,アセントのモクだいぶ大事だぞｗｗｗ
9237.056,ナイフ構えれば良いんじゃない
9239.522,ガチでaboキモすぎ笑笑
9239.595,出禁レベルのきもさだな
9240.399,身体に染み付きすぎてるwww
9246.781,まさかの練習w
9246.817,www
9249.892,勉強会しよwww
9259.049,ﾖﾁ･･･ﾖﾁ･･･
9274.229,はや
9274.63,おでんwww
9275.651,えぐい
9277.051,ｗｗｗｗ
9277.438,おでんはっやwww
9277.577,オーディン！？
9278.297,マジかよw
9278.858,金持ちだ
9278.937,まじか
9282.414,おでんなのか
9282.406,えぐいってｗｗ
9285.055,nt
9285.133,ぐろいってw
9286.156,えぐいww
9286.583,はやいなww
9286.639,ぐろｗｗ
9288.057,キモさ極めきってるwww
9289.501,エグいなぁwww
9292.617,おもろｗ
9293.585,wwww
9293.832,いいかｗｗ
9295.033,絶対スキル勝ってないw
9295.758,いいよｗ
9296.365,ｗｗ
9299.749,wwwww
9300.175,ｗｗｗ
9303.727,セカバイでオデンがやってるｗ
9304.664,キモの境地
9314.859,嫌いです。えーびーおー
9333.45,なんならキモさそのもの
9359.325,うま！
9360.703,ナイス
9361.999,わん
9369.966,ナイス
9383.66,AIMは最強w
9388.652,うま
9389.553,ゴリちゃんのエイム綺麗だな
9390.305,エイムでなんとかなるかこれ
9396.109,ないすー！
9396.442,もうゴリちゃんは撃ち合おうwww
9398.043,最強能力持って転生してきたゴリラ
9400.453,ないす！
9404.843,草
9405.394,ぱわー
9405.624,ｗ
9406.372,エイム強者なのにｗｗ
9413.158,あかちゃんゴリラ
9414.934,ゴリラだからフィジカルは最強
9415.048,バブwww
9415.088,www
9417.277,ばぶw
9418.201,あ
9418.215,エイムゴリラだから仕方ないかw
9418.646,あかちゃんｗ
9419.002,声低いて
9422.45,脳筋です（
9422.669,バブゴリ
9422.687,バブゴリがよぉ
9433.849,ダオ喋ってる？
9437.609,ほんと可愛んだから
9482.297,ちぐちゃんがんばや
9497.573,キルジョイ対決
9512.413,nt
9512.504,おしい！nt！
9512.756,nt
9512.881,おしい！nt！
9513.825,おしいいnt
9514.231,nt
9515.785,nt
9516.506,おっしぃnt
9517.372,nt!
9517.337,おしい～
9517.546,おしい
9520.075,nt
9552.098,エビオARのエイム良いのにsg使うからぐろいwww
9568.374,ギアさん抜くねぇ
9569.921,はいジャッジ
9570.962,www
9574.544,ジャッジｗ
9578.333,待ち方キモw
9578.901,このジャッジさあｗｗ
9593.177,ジャッジｗｗ
9595.02,エビオｗｗ
9605.576,www
9620.155,nt
9620.298,nt
9620.336,nt
9620.673,nt！w
9622.543,nt！
9623.078,nt
9623.58,nt
9625.05,nt
9625.945,nt
9626.192,ほんまにw
9627.949,nt!
9628.336,nt
9629.293,nt
9629.509,nt
9629.945,ジャ....ｗ
9630.997,ｼﾞｬ･･･
9635.814,nt!
9636.312,一応ヴァロだよね？ww
9636.626,トラウマできちゃうwww
9642.415,ｗ
9649.96,怖い
9650.81,心折に来てるw
9668.093,心に傷おったな
9675.546,ジャッジマジでさぁ
9685.726,aboジャッジ抱いて寝てんだろ
9688.159,バウバウバウ
9689.92,あっ
9690.257,またジャッジw
9690.781,ｗｗｗ
9691.803,wwwww
9695.421,www
9695.519,ww
9697.472,そりゃ倒されたらねw
9699.292,ジャッジマンｗ
9699.526,怖くないｗ
9702.802,おしい！！
9703.946,おっしい
9704.931,おっし
9705.034,nt！
9707.158,おしいねー
9707.846,nt!
9708.572,マップもディフェンダーからも勝手に決まって、ディフェンダー有利マップでジャッジ持つのマジできめぇw
9708.866,おしーい
9709.161,おしいいいい
9709.799,nt
9710.327,nt！
9712.135,トラウマがｗ
9712.295,おしい！nt
9713.061,おしいnt
9714.503,ｗ
9715.753,トラウマになってるw
9719.901,nt
9720.494,温まってきたな
9735.703,ジャッジ恐怖症になるってwwwww
9736.189,こわいｗ
9744.333,こーれつぎオーディンです（）
9776.813,コンペなら死体撃たれても文句言えないほどの使用率だよ
9784.501,つよ
9790.45,nt
9791.365,nt
9791.579,nt！
9791.653,nt
9795.467,nt
9795.815,nt!
9796.671,アイツｗ
9798.303,nt
9798.501,nt！
9798.953,ええぞええぞｗｗ
9799.163,nt!
9801.272,nt
9805.413,ｗ
9807.64,許せないなあ
9811.234,nt
9812.934,これで普通に撃ち合っても強いからおもろいw
9814.327,みんなのヘイトが溜まってきてますwww
9814.639,エクスか強いっていうか武器が強い笑笑
9829.13,1イニシだから索敵アビ足りないのきついねぇ〜
9877.274,ｗ
9883.92,配信者ならw
9884.963,歯茎だせ！
9891.202,www
9894.905,ナイスw
9895.379,ないすｗ
9896.856,いいよ～ｗ
9898.522, www
9913.654,ｗｗｗ
9915.282,wwwww
9915.922,ｗｗｗｗ
9916.212,いたw
9916.502,見てたｗ
9917.023,見てんだよねｗｗ
9919.381,うわぁw
9919.719,www
9919.784,nt
9920.746,nt
9921.295,ww
9922.132,www
9922.212,うわあああ
9922.832,www
9923.119,待ってたｗ
9923.294,nt！w
9926.052,そりゃそうｗｗｗ
9927.421,www
9980.857,詰めてくるのはやいな
9990.041,www
9996.045,ガチすぎるw
10000.368,魂のよっしゃぁでます
10004.078,雄叫びも出ます
10010.004,全力の喜びやったなｗ
10012.426,詰め待ちジャッジ刺さるのおもろいなwww
10036.443,nt！
10038.884,nt
10039.022,nt
10040.185,あ、きもww
10040.789,nt
10040.814,nt!
10040.887,キモが出た
10040.915,ntｗ
10043.64,nt
10045.403,ｗ
10046.394,ｗｗｗ
10046.358,普通に暴言でました
10046.718, wwww
10046.982,wwwww
10049.086,むっちゃ自然に言ったねｗｗ
10049.514,言い慣れてるw
10050.402,耐えられなくなったw
10051.953,心の声そのまま出たな
10052.927,謝ったからセーフ
10054.817,暴言も出ます
10055.018,www
10067.658,あれは仕方がない
10070.88,一旦Twitterブロックで手を打つか
10104.265,サムネバクってどういう意味ですか
10141.776,ｗｗｗｗｗｗ
10142.704,ｗｗｗｗｗｗ
10143.5,ｗｗｗｗｗｗｗ
10144.139,wwwwww
10144.295,ｗ
10144.401,www
10144.463,ｗｗｗ
10144.697,wwwwwww
10145.214,wwwww
10145.545, wwww
10146.076,wwww
10146.378,ｗｗｗｗｗ
10146.804,草
10147.062,ｗｗｗ
10147.454,wwww
10147.848,wwwww
10147.908,ｗｗｗｗｗ
10148.396,カチコミｗ
10148.49,横にいるんだよねｗｗｗ
10148.512,www
10148.753,ntｗｗｗｗｗｗ
10148.939,これは酷いｗ
10148.97,草
10150.394,www
10150.918,ｗｗｗｗｗ
10151.164,www
10152.878,ｗｗｗ
10153.309,wwwwwww
10154.283,nt
10154.528,ｗｗｗｗｗ
10155.526,マジで草
10156.161,wwwww
10156.373,おもろすぎるw
10156.516,ガン待ち
10157.785,wwww
10157.822,めっちゃ手前ｗｗｗｗ
10159.591,ＷＷＷＷＷＷＷＷ
10161.103,突っ込んできたｗ
10162.777,めっちゃワロタｗ
10165.922,今日一おもろいｗ
10165.903,絵面ｗｗｗ
10166.303,おりゃああああああ！ｗｗ
10166.937,wwww
10176.282,今の絵最高だったなｗｗ
10199.875,わん
10202.195,殺意たっかｗ
10209.351,ないすつー！
10213.205,すりー
10213.247,ないすすりー！
10214.922,強いよ
10215.763,ないすすりー！
10215.819,ないすー！
10221.647,死にかけもいます
10221.851,ないすー
10223.029,ナイスナイス
10223.128,ないすーー
10223.349,ナイスゥ！
10252.689,Nice
10261.361,オペ決めてくれ
10320.72,nt！
10321.07,nt
10321.483,nt！
10321.485,nt
10321.82,nt!
10322.882,おしぃnt
10323.273,nt
10323.266,nt
10323.846,nt
10324.996,nt
10325.727,nt
10326.355,nt
10329.889,nt!
10330.249,nt!
10334.282,nt
10334.345,まあこっからよ
10348.594,キモさで勝ってくか。
10351.987,タイミング悪かったーnt
10358.684,オタクダーツたのむw
10403.131,まだダーツバレてない
10411.416,ちぐちゃんww
10428.286,ひええ
10430.034,nt
10430.751,ラーク間に合わず、か。
10432.633,わぉ
10432.767,nt
10432.87,nt
10435.389,nt
10435.568,nt
10435.6,nt
10435.673,nt
10436.363,nt
10437.233,nt!
10437.531,nt
10441.366,nt!
10441.308,nt！
10446.819,無限バイ編か
10459.59,www
10464.634,www
10469.959,ないすわん！
10470.189,ないす
10470.556,ナイスワン！
10470.855,うっま
10471.907,デカすぎ
10472.841,nc
10473.184,うま
10474.657,わん
10477.788,うっま
10480.236,うますぎぃ
10483.258,うんま
10494.668,ゴリちゃんモク炊き慣れてきたな
10508.43,あたまぁ！
10509.615,ヘッショうま
10509.758,おしい
10510.614,ナイス頭！
10515.354,うま
10516.479,頭はいったら倒れてくれなやつ
10541.482,ないす！
10545.902,wwww
10551.964,wwww
10552.168,アレスほんまw
10553.979,アレスもいけますと
10570.102,知り合いだけのフレンド戦でここまでクソ武器使えるのまじで才能だろ笑笑
10572.917,オーメンさけでもｗ
10573.818,ｗｗｗ
10575.297,www
10575.999,飛んできたｗｗ
10576.182,でたぁぁぁぁｗ
10576.2,きっしょｗｗｗｗ
10576.432,ｗｗｗｗ
10576.595,オーメンだけは....wwwww
10576.725,wwwwwwwww
10577.646,wwww
10578.419,wwww
10579.024,wwwww
10579.106,wwww
10579.575,wwwww
10579.719,ｗｗｗ
10579.913,キモすぎwww
10580.893,wwwwww
10581.106,ww
10582.354,ABOほんまｗ
10583.225,きもーーwwwwwwwww
10583.272,wwwwwwww
10583.721,ここまで徹底できるのはすごいｗ
10584.082,nt
10584.333,www
10584.839,エグいw
10585.759,wwww
10585.979,きっしょwww
10586.034,うわぁw
10587.138,wwww
10588.706,www
10590.187, wwww
10590.836,きっしょwww
10595.892,マジで草
10596.56,まじでさあｗｗ
10602.793,見てるのはほんとにおもろい
10607.429,いいキモさしてるw
10608.407,この圧倒的大差よ...
10614.322,これ配信者じゃなかったら本当に嫌われるやつだぞ笑笑
10615.948,ここまで刺さってると楽しいだろうな〜we
10618.045,これがエビオよ
10624.659,もうここまでくると尊敬するよ
10662.937,wwww
10664.442,wwwwwwww
10665.629,www
10665.757,wwwwww
10667.269,ｗｗｗｗｗ
10667.418,wwww
10667.773,ないふぁいｗ
10667.894,gg
10668.389,wwwww
10668.616,wwww
10668.742,こんひな
10669.02,wwww
10669.651,ｗｗｗ
10669.734,ｗｗｗｗｗｗ
10669.843,nt
10669.859,ほんま草
10670.071,ないふぁい
10670.925,ないふぁいw
10671.033,ｗｗｗｗｗ
10671.13,wwwwwwww
10672.142,wwwww
10673.011,wwwww
10673.194, wwww
10674.36,wwwww
10674.758,お嬢もかよｗｗｗｗ
10674.846,nt gg
10676.404,なんやこれ！w
10679.483,nf
10681.262,ないふぁい
10683.138,ジャッジしかおらんｗｗｗｗ
10684.151,nt！
10684.249,まじでキモイ　エビオのIGL
10686.088,うまくてきもいはほんまｗｗ
10686.277,ww
10691.174,ふぅ
10692.673,nfGG
10693.451,ジャッジメントですの
10695.905,なにもなかったねｗ
10697.853,わこつ〜w
10699.242,bo3はじめるか
10700.455,わこつwwwww
10700.625,わこつwww
10701.487,GG
10701.797,wwwww
10703.752,わこつw
10707.443,わこつ
10715,wwwww
10717.228,ｗｗｗ
10717.926,wwwwwwwww
10718.386,草
10718.796,wwww
10719.302,wwwww
10719.355, wwww
10719.941,共演NGでたｗｗ
10721.527,NGでたｗｗｗ
10721.592,しらばっくれてますこれ
10723.681,一旦共演NGかwwww
10724.473,www
10725.056,共演NGw
10725.781,wwwww
10728.262,www
10731.106,ww
10733.066,NGでたかwww
10735.531,NGでました
10741.671,キモすぎwwwwww
10741.809,ニチャニチャしとるｗ
10743.776,ノリノリで草
10744.443,まずいｗ
10744.726,wwwwww
10748.967,wwwwwww
10749.079,あーあw
10749.184,これは訴訟です
10749.744,共演NGは草
10754.099,wwwwwwww
10755.214,www
10755.273, wwww
10755.565,www
10755.764,wwwwwwww
10756.656,wwwww
10759.582,ギアさんwww
10764.399,wwwwwwww
10766.623,味方にも言われるのえぐいw
10800.909,腫れ物
10804.9,wwwww
10805.125,wwww
10808.097,ほんまwww
10808.277,wwwww
10808.617,それはそうだろってw
10809.995, wwww
10810.458,みんなに嫌われてるやんwww
10810.834,www
10812.157,wwww
10812.928,ｗｗｗｗｗ
10813.722,www
10816.036,wwwww
10818.241,ギリw
10819.264,1v9はwwww
10825.614,1-9ｗｗｗ
10837.693,www
10842.802,wwwwww
10843.197,にじヴァロのろれさんもこんなかんじだったのか
10843.24,ｗｗｗｗｗ
10846.55,ｗｗｗ
10847.542,www
10847.566,草
10847.754, wwwwwwww
10847.881,wwwwwww
10847.925,だおwww
10848.039,だおが犠牲にwwwww
10848.234,被害者を決める会w
10848.718,ww
10850.029,wwwwwww
10850.859,wwwww
10851.218,サクリファイスダオ
10852.578,wwwww
10854.81,だお；；
10855.888,頑張れだおw
10860.063,ｗｗ
10860.672,www
10866.763,ｗｗｗｗｗｗ
10867.777,だおドンマイw
10869.566,だおが犠牲にwww
10875.529,wwwww
10881.311,ABO腫れ物あつかいでおもろい
10884.182,存分に味わってもらおうｗｗ
10886.349,ﾃﾉﾋﾗｸﾙｰ
10886.408,wwwww
10886.856,手のひら返しこわいw
10887.095,wwwwwwwww
10887.923,急にすり寄ったwwwww
10889.244,wwwww
10889.619,wwwwwwww
10889.692, wwww
10890.107,wwwwww
10890.464,wwwww
10891.445,www
10891.44,＾＾
10892.947,wwwwwww
10893.689,ｗｗ
10893.72,この女こえーwww
10896.023,wwwwww
10897.616,www
10898.53,www
10907.048,wwwww
10907.639,はいｗ
10909.007,www
10911.196,野郎が顔面で受ける配慮かぁ
10911.865,後でアーカイブ見てもらうかwww
10912.266,りりむちゃんがw
10920.852,ロ、－タス。
10921.446,あーあこのマップw
10923.82,ス、プリット
10925.219,橘さん頑張ってください！！たまたま時間があって送らせていただきます。ではまた今度の配信で
10927.846,いいんだww
10938.108,ひなーの得意マップ
10938.888,勝率8割きた！
10945.553,wwww
10945.78,wwww
10948.525,あｗ
10948.721,www
10949.889,きたきた～！
10950.227,ロータス
10950.268,たす！
10952.796,www
10956.355, wwww
10961.07,庭バンされたやん笑笑
10961.876,ふぁいと！
10964.89,うん・・・
10966.906,しなしなｗ
10972.786,ｗｗｗｗ
10973.122,wwwww
10973.237,ｗｗｗ
10975.651, wwwww
10977.67,謝るんだよねw
10978.21,wwwww
10979.105,wwwww
10982.989,www
10985.178,www
10986.153,エビオwwww
10987.371,仲間からの圧がすごいｗｗ
11000.309,www
11005.488,実際うまいんだよなｗ
11022.195,ここまで極めてるのは尊敬
11026.428,ここに来て悩むんだw
11042.418,リサちゃんピック広いな
11053.625,ﾋﾅﾉﾓｸ
11057.87,www
11059.25,www
11060.148,wwww
11061.823, wwww
11062.441,wwwww
11062.92,まあまあまあまあ・・・
11064.163,はなばなぁ
11064.314,はなばなてぇてぇ
11064.798,www
11065.181,てぇてぇ♡
11066.419,www
11067.274,一旦勝ちか
11067.484,ｗｗｗ
11068.915,なかよし
11070.924,www
11071.473,はなばな
11072.229,二人ははなばな
11074.419,はなばなてえてえ
11074.93,これ勝ちだな
11078.528,はなばな
11088.777,魔法少女はなばな
11094.628,wwww
11094.951, wwww
11095.654,wwwwww
11096.668,www
11096.662,ガハハはじまったｗ
11096.764,お嬢様のジェット久しぶりだ
11097.194,リサジェット久々や
11097.614,wwwww
11100.094,wwwwwwww
11100.349,wwww
11100.573,wwwww
11101.275,ｗｗｗｗｗ
11101.233,共鳴すんなw
11101.523,wwwwwwww
11101.545,あー共鳴するwww
11102.409,ｗｗｗ
11102.505,wwwww
11103.161,www
11103.946,www
11104.241,共鳴きたｗ
11105.01,女子3人のハウリングやばいやろｗ
11106.285,共鳴ｗ
11107.231,共鳴するなｗｗｗｗｗｗｗ
11107.591,まずいここ皆共鳴するぞｗｗ
11107.869,あーあーwww
11108.147,wwww
11108.507,きたあああああ
11109.484,共鳴はじまるｗｗｗ
11109.446,www
11110.76,wwwwwwwww
11111.554,共鳴はじまったw
11111.875,共鳴してるwww
11112.413,共鳴www
11115.922,www
11116.708,共鳴しちゃったｗｗｗ
11117.516,共鳴多めか
11119,まずいw
11120.029,何回も見たこの光景ｗｗｗ
11120.445,止まらんw
11122.591,女性3人の共鳴がwww
11122.707,えぐいww
11123.571,ガハハ三人衆おる
11124.625,共鳴しかしないwww
11126.019,共鳴してて草
11126.23,共鳴きちゃーwww
11127.859,共鳴が
11130.536,wwww
11130.638,ゲラ３人いるからなぁｗ
11132.455,やばすぎｗ
11133.5,うるさいプリキュアwww
11134.276,ｗｗｗｗｗ
11135.256,ギアさん以外共鳴もちか
11136.768,ガハハ三人衆えぐいw
11137.012,止まらんなったってｗｗ
11139.021,ゲラ3女子w
11139.315,共鳴が止まないw
11142.677,HAHAHAHA
11145.786,wwwwwwww
11146.033,ゲラ多いとやばいw
11151.946, wwww
11155.289,ｗｗｗｗｗｗ
11157.795,この3人はやばいなぁｗｗｗｗｗ
11161.503,止まらねぇwwwwww
11161.937,wwwwwww
11167.659,なずぴに続くひなーのキラーやろww
11169.82,ひいひいふぅ
11173.453,許可制w
11175.741,ｗｗ
11185.103,おめぇのアイデンティティだろぉ？ｗ
11199.408,こんひなー
11224.386,チャーム可愛い
11230.603,うまい
11237.468,nt
11238.027,おしぃー
11238.295,nt
11239.312,nt！おしい！
11239.476,おしい！nt！
11239.962,おしい
11239.988,nt
11240.091,おしぃnt
11240.103,nt
11241.301,nt!
11241.675,おしい
11241.91,nt!
11242.979,おしい～
11243.365,nt
11245.406,エコ！？
11245.965,エコ？
11245.983,ｗｗｗｗ
11247.066,草
11247.442,www
11247.773,nt
11247.877,nt
11248.861,おしーいnt
11251.25,1stなんだよねw
11252.458,エコラウンドやったかｗ
11253.374,www
11253.444,ファーストなのよwww
11253.762,適当すぎる笑笑
11255.62,エコかwww
11256.809,1ラウンド目はエコかぁ
11263.228,エコならしゃーないかww
11274.842,１人笑うと共鳴しちゃうww
11320.597,わん
11324.498,nt
11326.289,www
11326.298,nt
11326.883,ないえこww
11329.098,nt！
11329.454,nt
11329.704,wwww
11329.808,wwwww
11330.326,ｗｗｗｗｗ
11330.576,ナイエコ！
11330.844,ｗｗ
11330.927,nt
11331.166,弾ゼロトラップかぁw
11331.275,nt!
11331.481,ないえこ
11331.98,ないえこｗｗｗｗ
11332.328,nt!
11334.09,ないエコwwww
11335.631,らだおw
11335.715,nt！
11337.484,ホントのないエコ
11338.437,ntnt！
11341.246,nt
11346.54,ないエコ続くなぁw
11348.025,落ち着いてもろてw
11350.558,共鳴しかけてるなあｗ
11357.84,肩なのｗ
11358.963,左肩？
11359.568,ゲラコンボだどん
11360.934,肩？
11360.98,どうゆうことw
11371.354,迷い迷う
11373.27,AIM迷ったぁぁ
11375.573,多すぎて悩むやつ
11434.799,ある
11444.987,おしいい
11445.951,nt!
11446.135,nt！
11446.605,nt
11446.691,nt
11448.213,nt!
11448.491,nt
11448.825,おしい
11448.85,nt
11448.905,おしい！nt！
11448.909,nt
11449.537,おしい
11450.637,nt
11451.011,nt!
11454.376,nt
11455.99,おしい！nt
11456.97,惜しい〜
11463.437,ジャッジきたーーw
11463.859,wwww
11467.401,ｗｗｗｗｗ
11468.853,www
11469.784,草
11472.061,www
11474.67,www
11475.476,にじさんじ最悪や…
11491.14,印象最悪になっていってるｗ
11492.375,にじじゃっじか
11497.053,にじさんじの闇VALO部門
11506.621,え！？
11512.008,バッキーなんだよねぇ～
11518.182,ナイスキル
11522.944,おしーーーーー
11523.256,nt!
11523.788,おしぃぃnt
11524.384,nt！
11524.417,おっしいい
11527.376,nt!
11529.078,nt
11529.406,nt
11529.622,おしい！
11530.111,おっし
11532.512,おしいいいい
11533.745,おしいnt
11535.789,おしい～！
11539.449,バリ惜しかった
11543.161,おしい
11548.457,乱れてるならいいか・・・
11613.861,壁際見られてたかぁ
11625.665,nt！
11626.855,nt
11627.011,nt!
11628.888,nt
11629.215,nt！
11629.74,nt
11629.839,nt!
11631.007,nt
11631.938,nt
11632.123,nt
11634.492,nt
11636.455,nt
11638.709,nt
11641.039,nt！
11652.475,ｗｗｗ
11653.483,草
11707.361,うまｗ
11712.552,うまい
11712.66,バッキーつよ
11713.404,nt
11716.212,おしいnt
11716.595,nt!
11716.76,nt！
11717.237,nt！
11718.022,nt
11718.478,nt!
11719.59,nt
11720.391,nt
11720.839,nt
11720.911,nt
11721.32,nt
11722.747,nt
11728.82,やっぱSGなのか・・・
11729.998,nt
11750.003,お嬢様？w
11750.223,笑い方なによｗｗ
11758.732,www
11758.933,ちぐちゃんかw
11759.226, wwww
11774.161,なにこの声ww
11775.155,つよ
11793.979,えｗｗ
11796.034,ギアさんがギアさんしてる
11796.079,www
11796.716,冷め方ｗｗ
11796.912,ｗｗｗｗ
11798.539,草
11799.326,wwwwww
11799.687,wwww
11799.753,wwwwww
11800.197,wwwww
11801.121,wwwww
11802.838,あーエクスか
11803.33,ｗｗｗ
11803.644,www
11804.457,wwwww
11804.529,wwww
11805.588,www
11805.995,ABOの扱いよｗｗｗ
11806.188,ｗｗｗｗｗｗ
11806.662,wwwwwwww
11808.337, wwww
11808.432,wwwwwww
11810.016,冷め方えぐwww
11810.151,温度差えぐない？
11813.363,温度差w
11815.337,ち、ちぐちゃん？？？？・
11819.281,冷める速度えぐかったｗ
11820.064,wwwwww
11825.159,にじさんじｗ
11867.821,あ
11878.446,www
11880.261,ｗｗ
11880.382,wwwww
11881.335,www
11881.465,ｗｗｗ
11882.446,えぐw
11882.931,この視点マジでｗｗ
11883.518, wwww
11883.535,www
11883.611,キモいなぁwww
11883.685,きっしょ
11884.249,こいつほんまｗｗ
11884.797,バケモンwww
11886.99,えぐいまじでw
11891.175,きっめえw
11898.372,き・・・
11899.126,しかも上手いのなんだかなぁw
11901.579,なんかなあｗｗ
11909.523,え？ｗ
11909.847,ん？
11909.885,あ
11914.472,スキル全部のこってるｗ
11914.879,はなぶさ？
11918.37,なんで見逃したww
11919.193,????
11920.018,え？
11920.205,リサ？？？ｗ
11920.926,？
11921.173,おしい！！！nt！
11921.76,最悪ｗｗｗｗ
11922.545,あ
11923.881,wwwww
11925.269,おしい！
11925.266,www
11925.982,はなぶさ？？？
11926.128,えーっと？ｗｗ
11926.133,ん？？
11926.597,？
11927.385,今何してたの？ｗｗ
11927.718,www
11928.103,え？？ｗｗ
11928.713,やったなぁw
11928.909,nt！
11929.751,ｗｗ
11931.854,りさちゃん？w
11931.924,まじでwwwwwww
11932.502,www
11932.888,深い事しようとしたんだよね？
11933.223,え？
11933.711,充電かあｗ
11936.702,これトロールですw
11939.177,www
11939.354,今のはちょっと擁護できないｗ
11940.44,あ～そうだよね？ｗ
11942.406, wwwwwwww
11947.618,りーちゃん？
11948.03,深い事しようとしてとろったかw
11948.184,充電ならしゃぁないか、、、、
11950.541,ニカニカしてたw
11955.001,えぐすぎｗ
11960.631,仲間を見捨てはしたよｗ
11964.118,歯茎かな？笑笑
11972.316,泳がすには長すぎたなw
11985.566,ナイス
11988.908,わん
12002.205,nt！
12003.328,nt
12004.114,nt！
12004.952,nt
12005.198,nt!
12005.383,nt!
12005.7,nt
12005.975,眩しすぎた
12008.623,nt
12009.263,nt
12009.348,nt!
12010.606,nt
12010.867,nt
12011.309,nt
12012.841,nt
12030.156,ant
12073.413,ナイスツー
12073.755,ないすつー！
12073.891,索敵ガバ
12075.285,ないす！！
12076.6,ナイスナイス
12077.639,今の見られてないのかｗｗ
12081.601,2キルからのパラナイス
12082.488,つー
12084.584,ナイス！
12087.046,ないすー
