投稿時間,コメント,ラベル,,,,,,,,,
1169.508,草,,,,,,,,,,
1170.983,二戦目です(),,,,,,,,,,
1172.191,discord?,,,,,,,,,,
1174.83,1戦目…？,,,,,,,,,,
1175.537,ｗｗｗ,,,,,,,,,,
1177.806,すご,,,,,,,,,,
1178.051,すげぇ,,,,,,,,,,
1178.158,すご,,,,,,,,,,
1178.284,おお,,,,,,,,,,
1178.715,ありぴ〜,,,,,,,,,,
1179.081,おぉあがりそう,,,,,,,,,,
1180.784,うまｗｗｗ,,,,,,,,,,
1180.819,宮崎から来ました,,,,,,,,,,
1180.974,うまいんだよなw,,,,,,,,,,
1181.624,かんちょうしてるみたいで草,,,,,,,,,,
1183.879,めっちゃ飛んだw,,,,,,,,,,
1184.183,2戦目なんよねこれ,,,,,,,,,,
1184.862,草,,,,,,,,,,
1185.108,宮崎回線きた～,,,,,,,,,,
1189.557,ポータル使えば？w,,,,,,,,,,
1189.913,ワープで運べば？w,,,,,,,,,,
1192.256,キャラコンすごw,,,,,,,,,,
1193.092,すいません誰か遅刻しました？,,,,,,,,,,
1193.209,ポタしよう,,,,,,,,,,
1193.676,ジャンパで落としてバナーだなww,,,,,,,,,,
1194.591,草,,,,,,,,,,
1196.846,面白くてうまい,,,,,,,,,,
1199.663,バナーで運ぼう,,,,,,,,,,
1200.057,え？,,,,,,,,,,
1200.957,え！？,,,,,,,,,,
1201.212,ｗｗ,,,,,,,,,,
1202.189,！？,,,,,,,,,,
1202.274,え？,,,,,,,,,,
1203.353,え,,,,,,,,,,
1204.091,すり抜けたwwwww,,,,,,,,,,
1204.183,バナーにもなれんｗｗｗｗ,,,,,,,,,,
1204.114,全然帰ってこんw,,,,,,,,,,
1204.714,え,,,,,,,,,,
1205.006,え？,,,,,,,,,,
1206.207,！？,,,,,,,,,,
1206.741,え！？w,,,,,,,,,,
1206.89,無敵か,,,,,,,,,,
1206.949,！？,,,,,,,,,,
1207.627,ガチャ止まらん,,,,,,,,,,
1207.947,え？,,,,,,,,,,
1208.328,草,,,,,,,,,,
1208.24,ｗｗｗ,,,,,,,,,,
1208.849,ジャンパばぐったｗｗｗｗｗｗ,,,,,,,,,,
1208.797,え？w,,,,,,,,,,
1209.369,!?,,,,,,,,,,
1209.397,飛ばないwww,,,,,,,,,,
1209.507,www,,,,,,,,,,
1209.56,ジャンパバグで草,,,,,,,,,,
1209.573,いない扱い？ww,,,,,,,,,,
1210.186,wwwwwww,,,,,,,,,,
1210.288,草,,,,,,,,,,
1211.086,Uberwww,,,,,,,,,,
1211.212,草,,,,,,,,,,
1211.442,wwww,,,,,,,,,,
1211.481,草,,,,,,,,,,
1211.544,え？！,,,,,,,,,,
1212.138,ねぇwww,,,,,,,,,,
1212.083,かおす,,,,,,,,,,
1212.345,ダメなんだw,,,,,,,,,,
1213.254,wwwwwwwwww,,,,,,,,,,
1213.767,まずいｗｗｗ,,,,,,,,,,
1213.844,草,,,,,,,,,,
1213.882,配信中Uberは草,,,,,,,,,,
1213.9,どんな状況やねんｗ,,,,,,,,,,
1214.055,わちゃわちゃwww,,,,,,,,,,
1214.057,なんでw,,,,,,,,,,
1214.402,めちゃくちゃｗ,,,,,,,,,,
1214.398,wwww,,,,,,,,,,
1214.796,えぐいてぇwwwwww,,,,,,,,,,
1214.785,カオスすぎない！？,,,,,,,,,,
1214.973,wwww,,,,,,,,,,
1215.096,なんだよこのパーティwwww,,,,,,,,,,
1215.243,WWWWWWWW,,,,,,,,,,
1215.432,なんだこの空気wwwww,,,,,,,,,,
1215.596,こん:_hii::_naa:,,,,,,,,,,
1215.903,めっちゃくちゃやww,,,,,,,,,,
1215.833,草,,,,,,,,,,
1216.029,もうだめだああ,,,,,,,,,,
1216.021,渋滞しすぎww,,,,,,,,,,
1216.37,笑笑笑笑笑笑,,,,,,,,,,
1216.547,なにやってんだｗｗｗ,,,,,,,,,,
1216.536,殴りは飛ばないのかｗｗ,,,,,,,,,,
1216.968,なにこのジャンパ,,,,,,,,,,
1217.478,www,,,,,,,,,,
1217.98,草,,,,,,,,,,
1218.596,wwww,,,,,,,,,,
1218.506,えぐw,,,,,,,,,,
1219.18,ウーバーきたwwww,,,,,,,,,,
1219.234,uberwwww,,,,,,,,,,
1220.045,うーばーwwwww,,,,,,,,,,
1220.092,エグいてww,,,,,,,,,,
1220.19,てんやわんや,,,,,,,,,,
1220.181,最近パッド反応しないことあるよね,,,,,,,,,,
1220.598,それは草草,,,,,,,,,,
1220.874,草,,,,,,,,,,
1221.111,えぐいってwww,,,,,,,,,,
1221.53,草,,,,,,,,,,
1221.608,なんだこれwww,,,,,,,,,,
1221.79,草,,,,,,,,,,
1222.024,このパーティやばｗ,,,,,,,,,,
1221.988,放送事故wwe,,,,,,,,,,
1222.163,ｗｗｗｗ,,,,,,,,,,
1222.289,えっぐいw,,,,,,,,,,
1222.639,ジャンパのバグや,,,,,,,,,,
1222.655,クレイジーだぜ,,,,,,,,,,
1223.761,www,,,,,,,,,,
1224.095,ジャンプ押したら飛べるw,,,,,,,,,,
1224.3,www,,,,,,,,,,
1224.291,ぐっだぐだやｗｗｗ,,,,,,,,,,
1225.017,ありさん配信落ちてる,,,,,,,,,,
1225.556,ここでウーバー！？,,,,,,,,,,
1225.492,最高のパーティーw,,,,,,,,,,
1225.749,出たバグ笑,,,,,,,,,,
1226.566,騒がしすぎるってwwww,,,,,,,,,,
1227.324,wwwwwwww,,,,,,,,,,
1227.456,草,,,,,,,,,,
1227.876,えぐすぎるw,,,,,,,,,,
1227.806,えぐいてwww,,,,,,,,,,
1228.19,やっぱ落ちたて笑笑,,,,,,,,,,
1228.968,www,,,,,,,,,,
1229.433,たまにあるんよね,,,,,,,,,,
1230.191,え？,,,,,,,,,,
1231.028,最高に狂ってやがるww,,,,,,,,,,
1231.331,めちゃくちゃwww,,,,,,,,,,
1231.407,昨日一昨日よりもカオスやわw,,,,,,,,,,
1231.703,すり抜けたww,,,,,,,,,,
1232.049,wwwwwwwww,,,,,,,,,,
1232.337,www,,,,,,,,,,
1233.354,すり抜けバグだw,,,,,,,,,,
1233.876,ｗｗｗｗｗ,,,,,,,,,,
1234.234,wwwwwwwww,,,,,,,,,,
1234.428,クソワロwww,,,,,,,,,,
1235.271,wwwwww,,,,,,,,,,
1236.32,これほど最高のパーティーはない,,,,,,,,,,
1237.001,いい出だし,,,,,,,,,,
1237.388,だるまかわいい,,,,,,,,,,
1238.001,1人しかおらんって,,,,,,,,,,
1238.607,あれこの時間ウーバーいいんだっけ？？、,,,,,,,,,,
1238.649,AF Team ,,,,,,,,,,
1238.847,あーもう、めちゃくちゃだよ,,,,,,,,,,
1239.016,場所によって跳ばないバグがあるんだよねw,,,,,,,,,,
1239.836,いかれたパーティーで草,,,,,,,,,,
1240.354,えぐすぎｗ,,,,,,,,,,
1240.542,えぐいってw,,,,,,,,,,
1240.805,だるまさん1人wwww,,,,,,,,,,
1241.474,えっぐｗｗｗｗｗｗ,,,,,,,,,,
1242.167,全てがごちゃごちゃだw,,,,,,,,,,
1242.527,だるさんめっちゃ楽しそう,,,,,,,,,,
1243.118,楽しそうで何よりです,,,,,,,,,,
1246.218,ポータル引けば？,,,,,,,,,,
1247.065,www,,,,,,,,,,
1247.01,カスタムじゃなくて良かったww,,,,,,,,,,
1248.18,ひなーの！？w,,,,,,,,,,
1250.004,草,,,,,,,,,,
1252.297,ジャンパのバグですね！,,,,,,,,,,
1253.459,開始10分で2人消えることある!?w,,,,,,,,,,
1253.702,ソロ配信や,,,,,,,,,,
1255.033,ポータルで殺してあげよう…,,,,,,,,,,
1257.573,ありぴしっかり落ちたんだなこれw,,,,,,,,,,
1258.092,霊圧が・・・・・,,,,,,,,,,
1259.215,一人しかプレイしてないｗｗ,,,,,,,,,,
1260.326,だるまも消えるのか…,,,,,,,,,,
1261.209,ポータルで出す？？？,,,,,,,,,,
1261.264,ラグさか、ウーバー橘、だるま、大妖怪やん,,,,,,,,,,
1266.366,だるまさん頑張ってw,,,,,,,,,,
1266.871,おかえり,,,,,,,,,,
1267.709,ポータルで殺すしかない,,,,,,,,,,
1269.128,おかえり,,,,,,,,,,
1269.102,マジでイカれたパーティで草,,,,,,,,,,
1269.526,誘拐ポータルは？,,,,,,,,,,
1269.739,ポータル下にひこ,,,,,,,,,,
1271.149,ホントだポータル引こう,,,,,,,,,,
1273.123,おかえり,,,,,,,,,,
1273.689,２/3おらんくなるのえぐいてwww,,,,,,,,,,
1275.168,ポタで落とすべ,,,,,,,,,,
1278.235,ｗｗｗｗ,,,,,,,,,,
1278.166,スレスレにポータル貼ろう,,,,,,,,,,
1280.057,は？ww,,,,,,,,,,
1280.715,ｗｗ,,,,,,,,,,
1280.976,wwwwwwwwwwwwww,,,,,,,,,,
1281.166,wwwwww,,,,,,,,,,
1281.588,草,,,,,,,,,,
1281.672,wwwwwwwwwwww,,,,,,,,,,
1282.261,草,,,,,,,,,,
1283.097,草,,,,,,,,,,
1283.254,まさかのジャンパ側ｗｗｗ,,,,,,,,,,
1283.307,何これww,,,,,,,,,,
1283.296,オリンパスはたまにバグでジャンパ乗れない,,,,,,,,,,
1283.527,おかえり〜,,,,,,,,,,
1283.71,ヤバwww,,,,,,,,,,
1283.971,まさかのｗ,,,,,,,,,,
1284.432,wwwwwww,,,,,,,,,,
1284.49,そんなことある？,,,,,,,,,,
1284.669,判定がないｗｗｗｗｗ,,,,,,,,,,
1285.703,そっちかよｗ,,,,,,,,,,
1286.002,ジャンパが悪かったww,,,,,,,,,,
1286.19,ジャンパがバグってるw,,,,,,,,,,
1286.248,wwww,,,,,,,,,,
1286.368,！？,,,,,,,,,,
1286.863,！？！？,,,,,,,,,,
1287.325,wwwwwwwwww,,,,,,,,,,
1289.115,あ,,,,,,,,,,
1289.261,ジャンパバグ来たw,,,,,,,,,,
1289.828,なんでこうなるww,,,,,,,,,,
1290.305,あ,,,,,,,,,,
1290.997,え！？ww,,,,,,,,,,
1292.125,あ,,,,,,,,,,
1292.396,あw,,,,,,,,,,
1292.546,ｗｗｗｗ,,,,,,,,,,
1292.53,草,,,,,,,,,,
1292.619,ウーバーきちゃ,,,,,,,,,,
1292.613,えwww,,,,,,,,,,
1292.714,不良品やw,,,,,,,,,,
1292.791,急に飛ぶｗｗｗ,,,,,,,,,,
1293.102,お、いけたか,,,,,,,,,,
1293.074,ありぴの問題じゃなかった？,,,,,,,,,,
1293.389,いけたｗｗｗ,,,,,,,,,,
1293.823,あ,,,,,,,,,,
1294.314,今シーズンのバグ,,,,,,,,,,
1294.386,ええええええええええ,,,,,,,,,,
1295.13,飛んだw,,,,,,,,,,
1295.338,WWWWWWW,,,,,,,,,,
1295.372,あっ飛んだ,,,,,,,,,,
1295.542,急に飛ぶやんｗｗ,,,,,,,,,,
1296.333,wwwwwwwww ,,,,,,,,,,
1296.658,w,,,,,,,,,,
1296.818,www,,,,,,,,,,
1296.961,よし,,,,,,,,,,
1298.077,よし,,,,,,,,,,
1298.292,飛んだｗｗ,,,,,,,,,,
1298.356,ジャンパの方が死んでたw,,,,,,,,,,
1299.068,まじかよｗｗｗｗｗ,,,,,,,,,,
1299.192,www,,,,,,,,,,
1301.917,あｗ,,,,,,,,,,
1302.006,なんでwww,,,,,,,,,,
1301.954,WWWWWW,,,,,,,,,,
1302.111,とんだあああああああああ,,,,,,,,,,
1302.067,ジャンパが悪いパターンあるんやw,,,,,,,,,,
1302.326,あ…,,,,,,,,,,
1302.582,飛んだｗｗｗｗｗ,,,,,,,,,,
1304.661,いけたwww,,,,,,,,,,
1305.095,ジャンパw,,,,,,,,,,
1305.205,ナイス,,,,,,,,,,
1305.272,wwwwwwwwwww,,,,,,,,,,
1305.415,いけたwww,,,,,,,,,,
1305.893,imasoresru,,,,,,,,,,
1307.038,墜ちたｗ,,,,,,,,,,
1308.222,あ,,,,,,,,,,
1308.761,急に飛んだwww,,,,,,,,,,
1309.389,やっと飛んだ,,,,,,,,,,
1311.234,ぬけた？,,,,,,,,,,
1311.311,よしww,,,,,,,,,,
1311.56,こん:_hii::_naa:,,,,,,,,,,
1311.767,バナーすら消えたｗ,,,,,,,,,,
1311.939,草,,,,,,,,,,
1312.4,あ,,,,,,,,,,
1312.56,あ,,,,,,,,,,
1312.635,あー落ちちゃう,,,,,,,,,,
1313.039,完全に落ちちゃった,,,,,,,,,,
1313.67,すごい配信だw,,,,,,,,,,
1313.632,wwww,,,,,,,,,,
1314.516,あ、落ちた？,,,,,,,,,,
1315.676,切断,,,,,,,,,,
1315.601,おなか痛いwwww,,,,,,,,,,
1317.178,あ、飛んだってw,,,,,,,,,,
1317.985,ひなーのもバナーで運ぶ？,,,,,,,,,,
1318.595,あれ？,,,,,,,,,,
1318.615,あ,,,,,,,,,,
1321.763,おかえりなさい,,,,,,,,,,
1322.644,やべ,,,,,,,,,,
1323.308,冷静にボックス開けてる,,,,,,,,,,
1325.277,かえってこれんやつやね,,,,,,,,,,
1326.131,こん:_hii::_naa:,,,,,,,,,,
1327.714,これだめなやつ？,,,,,,,,,,
1327.8,完全に落ちたw,,,,,,,,,,
1333.83,これバナーできてるの？,,,,,,,,,,
1347.103,完全に落ちたなw,,,,,,,,,,
1347.247,全然もどってこんやん,,,,,,,,,,
1350.32,地下帝国、みやざき,,,,,,,,,,
1350.476,停電でもした？,,,,,,,,,,
1351.087,ありぴ:_sad:,,,,,,,,,,
1352.327,宮崎国だから...,,,,,,,,,,
1357.024,完全の落ちとる,,,,,,,,,,
1359.649,まぁ海挟んでるしな,,,,,,,,,,
1362.486,宮崎さん、、,,,,,,,,,,
1363.152,ペナルティ食らうんかなw,,,,,,,,,,
1365.029,クソ雑魚回線すぎる,,,,,,,,,,
1366.448,宮崎ディスった！？,,,,,,,,,,
1366.848,apexの起動で宮崎毎落ちた？,,,,,,,,,,
1367.492,今回線が兵庫あたりさまよってるの見かけました,,,,,,,,,,
1367.722,宮崎大変だな,,,,,,,,,,
1368.011,ありぴはフォトナの大事な公式大会で落ちた経験あります,,,,,,,,,,
1372.164,ありぴしんだ,,,,,,,,,,
1374.906,ケータイでも返せないのかな？笑,,,,,,,,,,
1380.357,帰ったこれるとは思う,,,,,,,,,,
1388.787,順位上げよ,,,,,,,,,,
1390.129,きえたww,,,,,,,,,,
1391.369,ありぴーー！！,,,,,,,,,,
1391.546,おちた,,,,,,,,,,
1393.644,ハイカロリーw,,,,,,,,,,
1394.337,逝った,,,,,,,,,,
1394.775,ありぴきえたwwwwww,,,,,,,,,,
1395.098,消えたｗｗ,,,,,,,,,,
1395.38,あっ,,,,,,,,,,
1395.655,あ,,,,,,,,,,
1395.608,さっきの試合がなかったことになってるｗ,,,,,,,,,,
1396.202,あ、,,,,,,,,,,
1397.638,霊圧が消えた,,,,,,,,,,
1397.877,あ,,,,,,,,,,
1398.064,ゴールド君まじかぁ笑笑,,,,,,,,,,
1399.699,完全にありさか消えた,,,,,,,,,,
1400.461,完全に消えてしまったw,,,,,,,,,,
1401.008,消えたw,,,,,,,,,,
1401.089,あ、完璧に落ちた？,,,,,,,,,,
1401.48,ありちゃぁぁぁん,,,,,,,,,,
1401.528,ありさかさん名前も消えた,,,,,,,,,,
1402.699,おちた！,,,,,,,,,,
1402.974,消えた,,,,,,,,,,
1404.429,さよならありぴ,,,,,,,,,,
1404.378,あ…,,,,,,,,,,
1405.044,あっ、,,,,,,,,,,
1405.109,あ,,,,,,,,,,
1405.413,あｗ,,,,,,,,,,
1406.03,あ,,,,,,,,,,
1406.534,あ,,,,,,,,,,
1406.524,消えたなww,,,,,,,,,,
1406.662,ありぴ落ちたw,,,,,,,,,,
1407.501,あ,,,,,,,,,,
1407.535,あ,,,,,,,,,,
1408.838,ありぴ逝った…,,,,,,,,,,
1409.216,あ,,,,,,,,,,
1410.396,消えたw,,,,,,,,,,
1410.616,あっ,,,,,,,,,,
1410.784,逝ったかぁ,,,,,,,,,,
1411.024,戻って来れないやつやなぁ,,,,,,,,,,
1413.417,消えた,,,,,,,,,,
1415.177,ありぴーーーーー,,,,,,,,,,
1415.659,ｯｽｩｰ,,,,,,,,,,
1416.76,r.i.p,,,,,,,,,,
1417.204,デュオ頑張ろうw,,,,,,,,,,
1418.229,お！,,,,,,,,,,
1420.876,:_sad:,,,,,,,,,,
1421.087,きた！,,,,,,,,,,
1422.082,宮崎って電気通ってるの？,,,,,,,,,,
1423.007,マッチ放棄になっちゃう？,,,,,,,,,,
1424.524,戻ってきてもペナルティ10分あると思います。,,,,,,,,,,
1424.865,ブレーカーｗｗｗ,,,,,,,,,,
1424.935,ありさかなんて最初から居らんかったんや,,,,,,,,,,
1425.332,宮崎きちゃ,,,,,,,,,,
1425.401,ｗｗｗｗｗｗｗ,,,,,,,,,,
1425.573,ｗｗｗｗｗ,,,,,,,,,,
1425.666,ブレーカーww,,,,,,,,,,
1425.704,wwwwwwwwwww,,,,,,,,,,
1426.172,wwwwwwww,,,,,,,,,,
1426.654,ｗｗｗ,,,,,,,,,,
1426.716,wwww,,,,,,,,,,
1427.043,ブレーカーかw,,,,,,,,,,
1427.443,ブレーカーｗｗｗｗ,,,,,,,,,,
1427.75,草,,,,,,,,,,
1427.727,www,,,,,,,,,,
1427.844,帰ってきてもペナ食らってそう,,,,,,,,,,
1427.963,www,,,,,,,,,,
1428.72,ブレーカーw,,,,,,,,,,
1428.86,まさかのブレーカーｗ,,,,,,,,,,
1429.528,草,,,,,,,,,,
1429.456,ブレーカーｗｗｗｗ,,,,,,,,,,
1429.896,こん:_hii::_naa:,,,,,,,,,,
1429.99,ありぴーーーーー！！,,,,,,,,,,
1430.767,ブレーカーかい,,,,,,,,,,
1431.845,ブレーカーが落ちたのかw,,,,,,,,,,
1432.641,ブレーカーwww,,,,,,,,,,
1432.884,wwwwwwwww,,,,,,,,,,
1433.162,えぐいてぇwwwwwwwww,,,,,,,,,,
1433.539,ブレーカー落ちたwwww,,,,,,,,,,
1433.858,きた！,,,,,,,,,,
1434.012,ww,,,,,,,,,,
1434.914,二回もｗｗｗ,,,,,,,,,,
1434.973,宮崎電力足りない説！？,,,,,,,,,,
1435.402,circuit breaker,,,,,,,,,,
1435.605,2回www,,,,,,,,,,
1436.214,ブレーカーはｗｗｗｗ,,,,,,,,,,
1437.004,宮崎関係なかったw,,,,,,,,,,
1437.337,MIYAZAKIのブレーカーまじかぁｗ,,,,,,,,,,
1437.926,ブレーカー落ちたwww,,,,,,,,,,
1438.216,2回落ちたってw,,,,,,,,,,
1438.547,ブレーカー落ちとんかwww,,,,,,,,,,
1438.674,ブレーカーw,,,,,,,,,,
1440.002,2回www,,,,,,,,,,
1440.129,wwww,,,,,,,,,,
1440.222,ブレーカーｗｗｗ,,,,,,,,,,
1440.839,二回w,,,,,,,,,,
1440.836,ブレーカー落ちたwww,,,,,,,,,,
1442.076,宮崎はブレーカー落ちるのか,,,,,,,,,,
1442.461,ブレーカーｗ,,,,,,,,,,
1443.025,www,,,,,,,,,,
1443.568,そっち？笑笑笑,,,,,,,,,,
1444.43,ブレーカーwww,,,,,,,,,,
1444.589,パピー！,,,,,,,,,,
1444.961,ｗｗｗｗｗｗ,,,,,,,,,,
1445.971,wwwwww,,,,,,,,,,
1447.123,www,,,,,,,,,,
1447.502,パピーとマミーｗｗｗｗｗ,,,,,,,,,,
1447.747,ぱぴーとまみーw,,,,,,,,,,
1447.84,宮崎のブレーカー弱い説？,,,,,,,,,,
1449.273,このコラボくそうれしぃ,,,,,,,,,,
1449.679,宮崎とかじゃなかったｗｗｗ,,,,,,,,,,
1450.018,そんなことあるんか？ｗｗｗ,,,,,,,,,,
1450.836,何したんだw,,,,,,,,,,
1450.856,実家勢だったんか笑,,,,,,,,,,
1451.158,宮崎電力もないのんか…,,,,,,,,,,
1453.035,ぱぱままww,,,,,,,,,,
1453.461,ペナルティじゃね,,,,,,,,,,
1454.085,ぱぱさかままさか…,,,,,,,,,,
1460.436,死んだってか死なされたねww,,,,,,,,,,
1464.274,こん:_hii::_naa:,,,,,,,,,,
1467.015,まっずいwww,,,,,,,,,,
1469.38,ありぴペナルティやね〜,,,,,,,,,,
1469.503,宮崎風評被害で草,,,,,,,,,,
1475.332,ペナルティありそうだよね,,,,,,,,,,
1476.792,回線以前だったw,,,,,,,,,,
1493.038,後ろかぁ,,,,,,,,,,
1494.331,wwwwwwww,,,,,,,,,,
1494.545,後ろいるぅ！！,,,,,,,,,,
1497.157,今の声かわよーーー,,,,,,,,,,
1497.636,:_じーじー:,,,,,,,,,,
1497.579,gg,,,,,,,,,,
1498.194,草,,,,,,,,,,
1499.192,ｗｗｗ,,,,,,,,,,
1499.769,ないふぁい:_じーじー:,,,,,,,,,,
1500.182,ないふぁい:_じーじー:,,,,,,,,,,
1500.169,挟まれた:_sad:,,,,,,,,,,
1500.626,ｗｗｗｗ,,,,,,,,,,
1500.786,わああwwwww,,,,,,,,,,
1501.381,別きたwww,,,,,,,,,,
1501.753,ｗｗｗｗｗｗｗ,,,,,,,,,,
1501.777,ｗｗｗｗｗｗｗ,,,,,,,,,,
1502.517,おもろすぎ,,,,,,,,,,
1503.607,だろうなw,,,,,,,,,,
1503.573,ｗｗｗｗｗ,,,,,,,,,,
1503.799,ペナルティww,,,,,,,,,,
1504.39,:_じーじー:,,,,,,,,,,
1504.671,www,,,,,,,,,,
1504.904,:_じーじー:,,,,,,,,,,
1504.842,草,,,,,,,,,,
1504.988,草,,,,,,,,,,
1505.901,草,,,,,,,,,,
1506.401,草,,,,,,,,,,
1506.351,ペナwww,,,,,,,,,,
1506.545,次から1戦目かぁ,,,,,,,,,,
1506.566,:_じーじー:,,,,,,,,,,
1507.486,ペナルティきぢゃぁ,,,,,,,,,,
1507.906,ペナルティwwwww,,,,,,,,,,
1508.172,www,,,,,,,,,,
1508.686,wwwwwwwwww,,,,,,,,,,
1508.776,ないふぁい:_じーじー:,,,,,,,,,,
1508.637,でしょうねw,,,,,,,,,,
1508.908,:_じーじー:,,,,,,,,,,
1509.017,ペナルティつくんか,,,,,,,,,,
1509.28,wwwwww,,,,,,,,,,
1510.233,www,,,,,,,,,,
1510.175,wwww,,,,,,,,,,
1510.442,やっぱりww,,,,,,,,,,
1511.074,:_じーじー:,,,,,,,,,,
1511.703,:_じーじー:,,,,,,,,,,
1511.925,ないふぁい,,,,,,,,,,
1512.368,gg,,,,,,,,,,
1513.55,wwww,,,,,,,,,,
1514.388,全員不幸になったｗｗｗｗ,,,,,,,,,,
1515.037,wwwwwwwww,,,,,,,,,,
1515.493,えっぐいｗｗ,,,,,,,,,,
1515.641,ないふぁい:_じーじー:,,,,,,,,,,
1516.167,わwwww,,,,,,,,,,
1517.337,えっぐｗｗｗｗｗ,,,,,,,,,,
1518.541,ぐろいってwww,,,,,,,,,,
1518.724,踏んだり蹴ったりじゃねーかｗ,,,,,,,,,,
1520.117,EAくんさぁ....,,,,,,,,,,
1521.955,誰も幸せにならないｗ,,,,,,,,,,
1522.222,PT組んでる場合回線落ちのアレないからなぁ,,,,,,,,,,
1523.122,草,,,,,,,,,,
1524.251,ｗｗｗｗｗ,,,,,,,,,,
1524.423,ｗｗｗｗｗ,,,,,,,,,,
1525.303,ペナはつくしマイナスにはなるし,,,,,,,,,,
1525.531,ありさかさんライブ配信やめたのですね！,,,,,,,,,,
1526.358,草ァ！,,,,,,,,,,
1526.599,ｗｗｗｗｗｗｗｗ,,,,,,,,,,
1526.748,いいスタートだ,,,,,,,,,,
1526.883,ｗｗｗｗｗｗ,,,,,,,,,,
1526.885,www,,,,,,,,,,
1526.948,でたｗｗｗｗｗ,,,,,,,,,,
1527.386,草,,,,,,,,,,
1527.415,ペナルティｗｗ,,,,,,,,,,
1527.818,wwwwwww,,,,,,,,,,
1527.847,放棄ペナルティきたw,,,,,,,,,,
1528.059,草,,,,,,,,,,
1528.377,ｗｗｗｗｗｗｗ,,,,,,,,,,
1529.007,むりwwwwwwwww,,,,,,,,,,
1529.767,あーあー,,,,,,,,,,
1530.65,ランクですしお寿司,,,,,,,,,,
1530.727,ラジオやろ,,,,,,,,,,
1530.888,nt,,,,,,,,,,
1531.288,はいクソゲー！,,,,,,,,,,
1531.604,エグいってwwwww,,,,,,,,,,
1532.229,ぼろぼろで草,,,,,,,,,,
1532.767,がちでwwww,,,,,,,,,,
1532.861,やっぱ23時からか、、、,,,,,,,,,,
1533.164,みんな不幸w,,,,,,,,,,
1533.177,ゴッフィやるか,,,,,,,,,,
1533.326,えっぐwwww,,,,,,,,,,
1533.774,ｗｗ,,,,,,,,,,
1533.972,ゴッフィやろ,,,,,,,,,,
1535.3,8分間雑談配信かww,,,,,,,,,,
1536.795,ペナルティwwww,,,,,,,,,,
1536.736,なんも出来んて,,,,,,,,,,
1539.238,フルパだからなｗ,,,,,,,,,,
1539.348,パーティだからか〜,,,,,,,,,,
1539.813,えぐいwwwwwwwww,,,,,,,,,,
1540.487,マジかよww,,,,,,,,,,
1543.686,放棄ペナきたwww,,,,,,,,,,
1545.196,これがゴールドの力かぁ,,,,,,,,,,
1545.374,雑談枠www,,,,,,,,,,
1546.65,雑談タイムきたーｗｗｗ,,,,,,,,,,
1548.388,ほんまおもろいwwwwww,,,,,,,,,,
1549.728,事故配信www,,,,,,,,,,
1551.334,ぐだぐだやなw,,,,,,,,,,
1551.298,今5回に一回は落ちる気がする,,,,,,,,,,
1553.395,雑談配信始まったなw,,,,,,,,,,
1554.703,えぐすぎるってｗｗ,,,,,,,,,,
1555.626,yurusai boy baka,,,,,,,,,,
1557.117,ぐっだぐだw,,,,,,,,,,
1558.335,ｽﾝﾏﾍﾝ,,,,,,,,,,
1558.374,別ゲー行こう,,,,,,,,,,
1558.534,ゴッフィしとくか,,,,,,,,,,
1558.704,やばいってこのメンバーw,,,,,,,,,,
1560.207,ご飯食べべw,,,,,,,,,,
1560.897,ゴッフィする？,,,,,,,,,,
1560.901,ひなーのUber食べよ！,,,,,,,,,,
1563.724,だるまさんとカジュアル行くか,,,,,,,,,,
1564.358,一旦ゴッフィしとく？,,,,,,,,,,
1565.932,ゴッフィやろう,,,,,,,,,,
1569.038,ｗｗｗｗ,,,,,,,,,,
1570.445,コントロール行けば？,,,,,,,,,,
1571.094,ゴッフィやろ,,,,,,,,,,
1572.727,おもろいなー,,,,,,,,,,
1572.908,ごっひぃ,,,,,,,,,,
1573.445,ゴッフィしよ,,,,,,,,,,
1574.403,やばすぎwww,,,,,,,,,,
1580.449,こん:_hii::_naa:,,,,,,,,,,
1581.097,えぐなぁｗｗ,,,,,,,,,,
1581.326,一回ゴッフィーしとくか…,,,,,,,,,,
1582.519,さて、今夜私が頂くのは,,,,,,,,,,
1587.754,ブレーカー免除助けたげてよ！！,,,,,,,,,,
1590.404,ありぴー;;,,,,,,,,,,
1592.808,www,,,,,,,,,,
1602.351,戦おう,,,,,,,,,,
1603.058,ブレーカーは犯罪やったかあ・・・,,,,,,,,,,
1603.861,ブレーカーは可哀そうｗｗ,,,,,,,,,,
1604.079,カス運営,,,,,,,,,,
1608.307,ご飯配信ってま？,,,,,,,,,,
1608.982,つまりまだ回線も落ちる可能性ある,,,,,,,,,,
1609.237,mou yurusai baka daro,,,,,,,,,,
1610.265,回線じゃなかったわ,,,,,,,,,,
